municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vitamina A,TOTAL
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,54,54
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,11,11
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,28,28
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,40,40
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,8,8
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,62,62
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,1,1
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,7,7
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,19,19
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,117,117
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,6,6
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,57,57
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,65,65
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,18,18
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,3,3
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,15,15
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,5,5
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,122,122
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,15,15
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,9,9
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,70,70
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,20,20
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,11,11
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-11-01,16,16
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,16,16
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,63,63
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,34,34
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,18,18
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,22,22
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,10,10
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,18,18
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,20,20
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,45,45
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,2,2
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,13,13
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,28,28
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,18,18
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,14,14
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,52,52
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,45,45
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,14,14
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,12,12
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,10,10
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,12,12
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,16,16
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,25,25
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,71,71
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,21,21
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,8,8
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,30,30
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,103,103
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,38,38
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,8,8
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,47,47
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,2,2
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,33,33
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,10,10
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,26,26
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,142,142
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1083,1083
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,64,64
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,17,17
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,51,51
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,10,10
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,24,24
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,2,2
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,14,14
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,30,30
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,23,23
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,30,30
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,24,24
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,89,89
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,19,19
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,20,20
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1065,1065
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,17,17
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,18,18
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,45,45
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,22,22
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,25,25
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,7,7
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,9,9
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,12,12
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,9,9
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,183,183
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,14,14
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
HUACHACALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,1,1
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,15,15
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,4,4
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,6,6
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,7,7
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,50,50
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,11,11
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,14,14
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,19,19
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,44,44
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,47,47
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,993,993
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,17,17
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vitamina a,2009-12-01,5,5
