municipality,group,variable,month,Control del niño de 2 años a menor de 5 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TOCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,10,10,,
TOLATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,11,11,,
TOMAVE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,32,32,,
TORO TORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,96,96,,
TOTORA(ORR),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,31,31,,
TRIGAL,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,1,1,,
TRINIDAD,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,387,387,,
TURCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,3,3,,
UMALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,12,12,,
UNCIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,3,3,,
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,23,23,,
VACAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,15,15,,
VALLEGRANDE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,39,39,,
VIACHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,112,112,,
VILLA MONTES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,22,22,,
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,11,11,,
VILLA RIVERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,30,30,,
VILLA TUNARI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,211,211,,
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,39,39,,
VINTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,22,22,,
WARNES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,159,159,,
YACUIBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,64,64,,
YAMPARAEZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,256,256,,
YAPACANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,1,1,,
YOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,8,8,,
YOTALA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,60,60,,
YUNCHARA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-04-01,112,112,,
ACACIO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,72,72,,
ACHACACHI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,20,20,,
ACHOCALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,5,5,,
AIQUILE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,60,60,,
ALALAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,17,17,,
ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,5,5,,
ANTEQUERA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,10,10,,
ANZALDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,61,61,,
ARAMPAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,92,92,,
ARANI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,12,12,,
ARBIETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,43,43,,
ARQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,31,31,,
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,14,14,,
ATOCHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,25,25,,
AYATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,5,5,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,94,94,,
AZURDUY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
BATALLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,9,9,,
BAURES,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,10,10,,
BELEN DE URMIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,16,16,,
BELLA FLOR,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,30,30,,
BERMEJO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,58,58,,
BETANZOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,23,23,,
BOLPEBRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,4,4,,
BOYUIBE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,6,6,,
BUENA VISTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,80,80,,
CABEZAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
"CAIZA ""D""",control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
CAJUATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,13,13,,
CALAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,3,3,,
CAMARGO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,94,94,,
CAMIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,94,94,,
CAPINOTA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,117,117,,
CARACOLLO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,8,8,,
CARANAVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,162,162,,
CARANGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
CARIPUYO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,31,31,,
CHALLAPATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,54,54,,
CHAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
CHARAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
CHARAÑA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,16,16,,
CHIMORE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,53,53,,
CHIPAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,3,3,,
CHUMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,21,21,,
CLIZA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,13,13,,
COBIJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,18,18,,
COCHABAMBA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1133,1133,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,104,104,,
COLOMI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,90,90,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,3,3,,
COLQUECHACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,100,100,,
COLQUENCHA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
COLQUIRI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,13,13,,
COMANCHE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
COMBAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
CONCEPCION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,43,43,,
COPACABANA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
CORQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,31,31,,
COTAGAITA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,45,45,,
COTOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,164,164,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,16,16,,
CULPINA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,68,68,,
EL ALTO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2304,2304,,
EL CHORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
EL PUENTE(STC),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,75,75,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,15,15,,
EL TORNO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,37,37,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,44,44,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,78,78,,
EUCALIPTUS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
EXALTACION,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,30,30,,
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,36,36,,
FILADELFIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,29,29,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,46,46,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,5,5,,
GUAQUI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,94,94,,
GUTIERREZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,244,244,,
HUACARETA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,63,63,,
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
HUACHACALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
HUANUNI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,4,4,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,9,9,,
ICHOCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,4,4,,
ICLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,237,237,,
INCAHUASI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,128,128,,
INQUISIVI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
IXIAMAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,11,11,,
JESUS DE MACHACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
LA GUARDIA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,16,16,,
LA PAZ,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1103,1103,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
LAJA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,54,54,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,12,12,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,3,3,,
LLALLAGUA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,7,7,,
LORETO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,24,24,,
LURIBAY,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,19,19,,
MACHARETI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,17,17,,
MAGDALENA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,9,9,,
MALLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,28,28,,
MECAPACA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,25,25,,
MINEROS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,8,8,,
MIZQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,116,116,,
MOJOCOYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,145,145,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,95,95,,
MONTERO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,210,210,,
MORO MORO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
MOROCHATA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,83,83,,
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,5,5,,
OCURI,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
OKINAWA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,24,24,,
OMEREQUE,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
ORURO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,476,476,,
PADCAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,3,3,,
PADILLA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
PAILON,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,213,213,,
PALCA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,33,33,,
PAMPA AULLAGAS,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,1,1,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,6,6,,
PASORAPA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,34,34,,
PATACAMAYA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,40,40,,
PELECHUCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,2,2,,
POCONA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,58,58,,
POJO (CBBA),control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,98,98,,
POOPO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,6,6,,
PORCO,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,59,59,,
POROMA,control de crecimiento infantil,control del nino de 2 anos a menor de 5 anos,2007-05-01,140,140,,
