municipality,group,variable,month,Control del niño de 1 año a menor de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
AYATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,18,18,,
AYO AYO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,19,19,,
BATALLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
BERMEJO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,87,87,,
BETANZOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
BOLIVAR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,8,8,,
BOYUIBE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,94,94,,
CABEZAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
"CAIZA ""D""",control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
CAJUATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
CALACOTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
CAMARGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
CAMIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,34,34,,
CAPINOTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,84,84,,
CARACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
CARANAVI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,24,24,,
CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
CARAPARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,21,21,,
CHALLAPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,6,6,,
CHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
CHARAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,21,21,,
CHAYANTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
CHIMORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,51,51,,
CHIPAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,6,6,,
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,12,12,,
CHUMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
CLIZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
COBIJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,41,41,,
COCHABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1147,1147,,
COLCAPIRHUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,70,70,,
COLOMI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,29,29,,
COLPA BELGICA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
COLQUENCHA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
COLQUIRI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
COMBAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
CONCEPCION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,19,19,,
CORIPATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
COROICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
CORQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
COTAGAITA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,26,26,,
CUATRO CAÑADAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,35,35,,
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
CULPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,13,13,,
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
CURVA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
EL ALTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,869,869,,
EL CHORO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
EL PUENTE(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
EL PUENTE(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,31,31,,
EL TORNO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,103,103,,
ENTRE RIOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,14,14,,
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
EXALTACION,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,68,68,,
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
GUANAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,12,12,,
GUAYARAMERIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
GUTIERREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
HUACARETA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
HUAYLLAMARCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
INGAVI (HUMAITA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
LA ASUNTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,19,19,,
LA GUARDIA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,19,19,,
LA PAZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,522,522,,
LAGUNILLAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
LAS CARRERAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
LICOMA PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
LLALLAGUA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,21,21,,
LORETO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,16,16,,
LURIBAY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,8,8,,
MACHARETI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
MAGDALENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
MALLA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
MINEROS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,61,61,,
MIZQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,35,35,,
MOCOMOCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
MOJOCOYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,50,50,,
MONTEAGUDO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
MONTERO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,119,119,,
MOROCHATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,49,49,,
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,16,16,,
OCURI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,7,7,,
OKINAWA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
OMEREQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
ORURO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,114,114,,
PADCAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,8,8,,
PALCA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,11,11,,
PALOS BLANCOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,12,12,,
PAPEL PAMPA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
PATACAMAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,35,35,,
POCONA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,51,51,,
POJO (CBBA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,8,8,,
POROMA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,20,20,,
PORONGO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,23,23,,
PORTACHUELO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,65,65,,
PORVENIR,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
POTOSI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,11,11,,
PRESTO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,70,70,,
PUCARANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
PUERTO CARABUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,20,20,,
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
PUERTO PEREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
PUERTO QUIJARRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,31,31,,
PUERTO RICO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,32,32,,
PUERTO SILES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
PUERTO SUAREZ,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,21,21,,
PUERTO VILLARROEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,65,65,,
PUNA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,43,43,,
PUNATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,111,111,,
QUILLACOLLO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,253,253,,
QUIME,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
RIBERALTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,131,131,,
ROBORE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
RURRENABAQUE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
SABAYA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
SACABA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,137,137,,
SACABAMBA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,7,7,,
SACACA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,47,47,,
SAIPINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,12,12,,
SAN ANDRES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,23,23,,
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,8,8,,
SAN BENITO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,16,16,,
SAN BORJA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,9,9,,
SAN BUENA VENTURA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
SAN CARLOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,5,5,,
SAN IGNACIO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,11,11,,
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,12,12,,
SAN JAVIER(BNI),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,18,18,,
SAN JAVIER(STC),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,25,25,,
SAN JOAQUIN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,19,19,,
SAN JULIAN,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,44,44,,
SAN LORENZO(PND),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
SAN LORENZO(TJA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,7,7,,
SAN LUCAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
SAN MATIAS,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,13,13,,
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,14,14,,
SAN PEDRO,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,24,24,,
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,4,4,,
SAN RAFAEL,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,52,52,,
SAN RAMON,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,6,6,,
SANTA ANA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,3,3,,
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1174,1174,,
SANTA ROSA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,38,38,,
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
SANTIVAÑES,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,6,6,,
SAPAHAQUI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,1,1,,
SENA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
SIPE SIPE,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,17,17,,
SOPACHUY,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,10,10,,
SORACACHI,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,2,2,,
SORATA,control de crecimiento infantil,control del nino de 1 ano a menor de 2 anos,2007-12-01,35,35,,
