municipality,group,variable,month,Total N° de perros y gatos con vacuna antirrábica,TOTAL
ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,264,264
ANTEQUERA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,654,654
ANZALDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,55,55
APOLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1724,1724
ARAMPAMPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,163,163
ARANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,157,157
ARBIETO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,128,128
ARQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,820,820
ASCENCION DE GUARAYOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,4401,4401
AUCAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,962,962
AYATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1171,1171
AYO AYO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1649,1649
AYOPAYA (V. DE INDEPENDENCIA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,3586,3586
AZURDUY,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,300,300
BATALLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,3755,3755
BELEN DE ANDAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,122,122
BELEN DE URMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,87,87
BELLA FLOR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,643,643
BERMEJO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,90,90
BETANZOS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,8368,8368
BOLIVAR,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,836,836
BOLPEBRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,405,405
BOYUIBE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,795,795
BUENA VISTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,5590,5590
CABEZAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,3028,3028
CAIROMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1518,1518
"CAIZA ""D""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,232,232
CAJUATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1980,1980
CALACOTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1393,1393
CALAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2427,2427
CAMARGO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1441,1441
CAMATAQUI (C. VILLA ABECIA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,202,202
CAMIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,6811,6811
CAPINOTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,552,552
CAQUIAVIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2622,2622
CARACOLLO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2304,2304
CARANAVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,8852,8852
CARANGAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,40,40
CARAPARI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1792,1792
CARIPUYO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1300,1300
CATACORA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,313,313
CHACARILLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,426,426
CHALLAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,6225,6225
CHAQUI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1790,1790
CHARAGUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,5189,5189
CHARAÑA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,521,521
CHAYANTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1645,1645
CHIMORE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,346,346
CHIPAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,100,100
CHOQUE COTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,310,310
CHUA COCANI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,975,975
CHULUMANI (V. DE LA LIBERTAD),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2278,2278
CHUMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1672,1672
CKOCHAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2818,2818
CLIZA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,323,323
COBIJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,11247,11247
COCAPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1568,1568
COCHABAMBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,5000,5000
COIPASA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,60,60
COLCAPIRHUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1065,1065
"COLCHA ""K""",n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1366,1366
COLLANA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,508,508
COLOMI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,429,429
COLQUECHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,4803,4803
COLQUENCHA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1749,1749
COLQUIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,3106,3106
COMANCHE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,936,936
COMARAPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,4147,4147
COMBAYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,645,645
CONCEPCION,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1920,1920
COPACABANA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2528,2528
CORIPATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2157,2157
CORO CORO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2637,2637
COROICO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,889,889
CORQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,724,724
COTAGAITA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,788,788
COTOCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,13468,13468
CUATRO CAÑADAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,5350,5350
CUEVO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,887,887
CULPINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2048,2048
CURAHUARA DE CARANGAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,724,724
CURVA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,441,441
DESAGUADERO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1048,1048
EL ALTO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,249549,249549
EL PUENTE(STC),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2235,2235
EL PUENTE(TJA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1784,1784
EL TORNO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,17486,17486
ENTRE RIOS TRJ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,4087,4087
ENTRE RIOS CBBA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1649,1649
ESCARA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,20,20
ESCOMA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1525,1525
ESMERALDA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,49,49
EUCALIPTUS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,788,788
FERNANDEZ ALONSO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,318,318
FILADELFIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,285,285
GENERAL SAAVEDRA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2148,2148
GRAL. J.J. PEREZ (CHARAZANI),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1623,1623
GUANAY,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2579,2579
GUAYARAMERIN,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,6525,6525
GUTIERREZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2024,2024
HUACARETA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,527,527
HUACHACALLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,141,141
HUANUNI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,5325,5325
HUARINA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1600,1600
HUATAJATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,581,581
HUAYLLAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1022,1022
HUMANATA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1290,1290
ICHOCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,784,784
ICLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,240,240
INCAHUASI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1320,1320
INQUISIVI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1126,1126
IRUPANA (VILLA DE LANZA),n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2019,2019
IXIAMAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1468,1468
JESUS DE MACHACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2396,2396
LA ASUNTA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,4358,4358
LA GUARDIA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,24454,24454
LA PAZ,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,166356,166356
LA RIVERA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,30,30
LAGUNILLAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,941,941
LAJA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2199,2199
LAS CARRERAS,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,201,201
LICOMA PAMPA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,581,581
LLALLAGUA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,10897,10897
LLICA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,90,90
LURIBAY,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1632,1632
MACHACAMARCA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1328,1328
MAGDALENA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,120,120
MAIRANA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2878,2878
MALLA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,570,570
MAPIRI,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2167,2167
MECAPACA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,765,765
MIZQUE,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1927,1927
MOCOMOCO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,2491,2491
MOJOCOYA,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,133,133
MONTEAGUDO,n de perros y gatos con vacuna antirrabica,total n de perros y gatos con vacuna antirrabica,2015-08-01,1647,1647
