,group,variable,month,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTAL 6.2 CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAMAIPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,15,6,52,61,67,67,134
SAN AGUSTIN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,0,10,12,11,12,23
SAN ANDRES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,16,7,75,79,91,86,177
SAN ANDRES DE MACHACA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,3,28,19,30,22,52
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,2,17,7,18,9,27
SAN ANTONIO DE LOMERIO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,5,4,53,64,58,68,126
SAN BENITO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,12,13,82,81,94,94,188
SAN BORJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,27,28,271,293,298,321,619
SAN BUENA VENTURA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,10,6,53,65,63,71,134
SAN CARLOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,13,14,131,171,144,185,329
SAN IGNACIO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,62,41,183,186,245,227,472
SAN IGNACIO DE VELASCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,54,74,489,410,543,484,1027
SAN JAVIER(BNI),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,3,12,13,13,16,29
SAN JAVIER(STC),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,17,9,92,87,109,96,205
SAN JOAQUIN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,46,42,46,42,88
SAN JOSE DE CHIQUITOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,4,76,134,78,138,216
SAN JUAN DE YAPACANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,10,3,61,56,71,59,130
SAN JULIAN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,24,19,402,377,426,396,822
SAN LORENZO(PND),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,8,8,16,38,24,46,70
SAN LORENZO(TJA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,19,17,160,162,179,179,358
SAN LUCAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,14,9,306,276,320,285,605
SAN MATIAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,14,11,50,54,64,65,129
SAN MIGUEL DE VELASCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,10,11,103,104,113,115,228
SAN PABLO DE LIPEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,18,17,18,17,35
SAN PEDRO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,12,22,114,126,126,148,274
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,23,14,225,214,248,228,476
SAN PEDRO DE CURAHUARA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,0,37,19,38,19,57
SAN PEDRO DE QUEMES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,5,2,5,2,7
SAN PEDRO DE TIQUINA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,4,27,22,31,26,57
SAN PEDRO(PND),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,12,10,12,10,22
SAN RAFAEL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,9,4,53,46,62,50,112
SAN RAMON BENI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,2,31,29,35,31,66
SAN RAMON SCZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,8,6,60,56,68,62,130
SANTA ANA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,28,25,121,89,149,114,263
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1154,913,3603,3480,4757,4393,9150
SANTA ROSA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,59,65,59,65,124
SANTA ROSA DEL SARA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,13,13,100,95,113,108,221
SANTIAGO DE CALLAPA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,10,11,14,12,24,23,47
SANTIAGO DE HUARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,5,6,81,78,86,84,170
SANTIAGO DE HUATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,6,46,26,47,32,79
SANTIAGO DE MACHACA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,2,18,36,20,38,58
SANTIVAÑES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,10,4,63,32,73,36,109
SANTUARIO DE QUILLACAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,19,10,19,17,38,27,65
SAPAHAQUI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,8,76,67,79,75,154
SENA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,8,62,36,66,44,110
SHINAOTA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,27,16,276,207,303,223,526
SICA SICA (VILLA AROMA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,43,31,151,94,194,125,319
SICAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,7,58,15,62,22,84
SIPE SIPE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,44,51,477,414,521,465,986
SOPACHUY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,7,49,48,53,55,108
SORACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,20,14,87,76,107,90,197
SORATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,15,10,133,111,148,121,269
SUCRE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,324,314,2128,2025,2452,2339,4791
TACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,9,3,2,1,11,4,15
TACACOMA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,10,15,20,18,30,48
TACOBAMBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,8,90,70,92,78,170
TACOPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,5,57,75,63,80,143
TAHUA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,0,8,13,9,13,22
TAPACARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,16,27,144,129,160,156,316
TARABUCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,12,11,121,108,133,119,252
TARACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,5,26,15,27,20,47
TARATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,6,87,59,93,65,158
TARIJA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,326,272,1437,1159,1763,1431,3194
TARVITA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,5,6,127,86,132,92,224
TEOPONTE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,3,88,111,92,114,206
TIAWANACU,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,9,4,56,55,65,59,124
TINGUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,12,6,179,167,191,173,364
TIPUANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,15,9,101,84,116,93,209
TIQUIPAYA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,68,60,600,483,668,543,1211
TIRAQUE (CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,13,27,146,151,159,178,337
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,1,5,4,8,5,13
TOCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,0,43,41,47,41,88
TODOS SANTOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,2,0,2,0,2
TOLATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,5,55,38,58,43,101
TOLEDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,2,43,31,46,33,79
TOMAVE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,7,8,77,79,84,87,171
TOMINA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,7,9,68,70,75,79,154
TORO TORO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,9,5,68,64,77,69,146
TOTORA(CBBA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,19,17,125,120,144,137,281
TOTORA(ORR),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,2,49,30,51,32,83
TRIGAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,1,11,5,11,6,17
TRINIDAD,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,122,109,533,454,655,563,1218
TUPIZA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,33,24,305,292,338,316,654
TURCO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,2,37,65,38,67,105
UMALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,8,5,33,48,41,53,94
UNCIA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,23,22,143,126,166,148,314
URIONDO (A. CONCEPCION),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,27,32,126,122,153,154,307
URUBICHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,1,53,60,59,61,120
UYUNI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,16,8,117,135,133,143,276
VACAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,3,75,68,78,71,149
VALLEGRANDE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,9,11,93,93,102,104,206
VIACHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,34,20,295,204,329,224,553
VILA VILA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,5,1,36,34,41,35,76
VILLA CHARCAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,15,10,128,120,143,130,273
VILLA MONTES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,12,14,250,264,262,278,540
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,8,2,25,29,33,31,64
VILLA RIVERO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,5,95,105,101,110,211
VILLA SERRANO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,8,75,75,78,83,161
VILLA TUNARI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,109,93,881,793,990,886,1876
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,7,87,72,93,79,172
VILLAZON,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,33,36,300,286,333,322,655
VINTO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,81,54,243,214,324,268,592
VITICHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,11,12,19,25,30,37,67
WALDO BALLIVIAN,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,1,2,21,8,22,10,32
WARNES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,89,109,547,534,636,643,1279
YACO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,5,0,36,47,41,47,88
YACUIBA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,101,104,773,753,874,857,1731
YAMPARAEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,4,7,60,48,64,55,119
YANACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,6,8,38,58,44,66,110
YAPACANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,97,47,382,327,479,374,853
YOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,11,2,90,98,101,100,201
YOTALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,2,4,44,41,46,45,91
YUNCHARA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,4,45,39,48,43,91
YUNGUYO DE LITORAL,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,0,0,4,0,4,0,4
ZUDAÑEZ,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-10-01,3,5,49,34,52,39,91
ACACIO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,5,2,35,37,40,39,79
ACHACACHI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,28,29,163,159,191,188,379
ACHOCALLA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,16,19,95,96,111,115,226
AIQUILE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,13,18,212,210,225,228,453
ALALAY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,1,2,23,13,24,15,39
ALCALA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,3,4,20,22,23,26,49
ALTO BENI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,4,8,97,71,101,79,180
ANCORAIMES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,5,10,72,61,77,71,148
ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,2,4,26,31,28,35,63
ANTEQUERA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,3,3,21,15,24,18,42
ANZALDO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,3,5,50,37,53,42,95
APOLO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,21,19,169,133,190,152,342
ARAMPAMPA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,5,0,30,32,35,32,67
ARANI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,16,13,104,74,120,87,207
ARBIETO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,18,10,134,147,152,157,309
ARQUE,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,10,22,124,132,134,154,288
ASCENCION DE GUARAYOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,27,20,162,170,189,190,379
ATOCHA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,9,8,73,63,82,71,153
AUCAPATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,8,2,46,45,54,47,101
AYATA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,5,10,66,63,71,73,144
AYO AYO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,7,6,64,58,71,64,135
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,77,20,258,210,335,230,565
AZURDUY,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,6,11,75,75,81,86,167
BATALLAS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,33,12,111,93,144,105,249
BAURES,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,10,6,38,32,48,38,86
BELEN DE ANDAMARCA,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,0,1,8,8,8,9,17
BELEN DE URMIRI,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,1,2,11,8,12,10,22
BELLA FLOR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,4,4,40,29,44,33,77
BERMEJO,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,75,68,133,127,208,195,403
BETANZOS,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,27,32,237,245,264,277,541
BOLIVAR,control de crecimiento infantil, control del nino (a) de 1 ano a menor de 2 anos,2014-11-01,6,5,71,62,77,67,144
