,group,variable,month,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTAL 6.3 CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,0,39,24,39,24,63
SANTIVAÑES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,2,50,67,51,69,120
SANTUARIO DE QUILLACAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,2,3,28,36,30,39,69
SAPAHAQUI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,4,1,84,50,88,51,139
SENA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,5,5,62,54,67,59,126
SHINAOTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,30,24,323,272,353,296,649
SICA SICA (VILLA AROMA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,11,18,161,150,172,168,340
SICAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,3,3,31,32,34,35,69
SIPE SIPE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,24,19,334,340,358,359,717
SOPACHUY,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,5,100,111,106,116,222
SORACACHI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,7,7,139,103,146,110,256
SORATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,10,7,150,123,160,130,290
SUCRE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,336,317,2336,2299,2672,2616,5288
TACACHI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,2,1,6,10,8,11,19
TACACOMA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,8,11,25,23,33,34,67
TACOBAMBA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,6,33,43,39,49,88
TACOPAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,5,3,83,83,88,86,174
TAHUA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,0,4,5,4,5,9
TAPACARI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,16,16,264,251,280,267,547
TARABUCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,9,14,231,212,240,226,466
TARACO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,2,17,16,17,18,35
TARATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,4,0,81,65,85,65,150
TARIJA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,670,480,1248,1173,1918,1653,3571
TARVITA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,13,9,217,211,230,220,450
TEOPONTE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,26,26,114,123,140,149,289
TIAWANACU,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,6,46,54,52,60,112
TINGUIPAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,9,133,99,139,108,247
TIPUANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,8,12,93,67,101,79,180
TIQUIPAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,54,51,629,558,683,609,1292
TIRAQUE (CBBA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,9,9,130,106,139,115,254
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,0,6,8,7,8,15
TOCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,3,46,42,47,45,92
TODOS SANTOS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,2,3,0,4,2,6
TOLATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,10,14,60,67,70,81,151
TOLEDO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,3,60,39,61,42,103
TOMAVE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,10,7,93,82,103,89,192
TOMINA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,2,6,209,220,211,226,437
TORO TORO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,3,117,127,123,130,253
TOTORA(CBBA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,15,14,96,71,111,85,196
TOTORA(ORR),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,4,1,59,61,63,62,125
TRIGAL,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,2,15,11,15,13,28
TRINIDAD,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,257,205,318,341,575,546,1121
TUPIZA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,24,19,295,303,319,322,641
TURCO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,6,41,40,42,46,88
UMALA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,1,2,52,60,53,62,115
UNCIA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,19,17,93,88,112,105,217
URIONDO (A. CONCEPCION),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,38,48,91,104,129,152,281
URUBICHA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,11,12,76,77,87,89,176
UYUNI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,7,5,68,75,75,80,155
VACAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,6,4,59,48,65,52,117
VALLEGRANDE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,17,15,88,95,105,110,215
VIACHA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,69,66,291,283,360,349,709
VILA VILA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,9,14,35,52,44,66,110
VILLA CHARCAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,35,25,158,192,193,217,410
VILLA MONTES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,12,6,236,222,248,228,476
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,8,1,66,63,74,64,138
VILLA RIVERO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,9,7,56,59,65,66,131
VILLA SERRANO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,19,15,236,225,255,240,495
VILLA TUNARI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,109,119,958,905,1067,1024,2091
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,12,23,104,82,116,105,221
VILLAZON,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,27,37,291,284,318,321,639
VINTO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,191,146,214,186,405,332,737
VITICHI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,2,6,86,93,88,99,187
WALDO BALLIVIAN,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,1,15,19,15,20,35
WARNES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,101,90,513,488,614,578,1192
YACO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,2,11,59,54,61,65,126
YACUIBA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,202,174,536,567,738,741,1479
YAMPARAEZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,8,9,118,129,126,138,264
YANACACHI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,8,4,66,39,74,43,117
YAPACANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,80,57,211,182,291,239,530
YOCALLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,12,9,90,57,102,66,168
YOTALA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,11,5,132,130,143,135,278
YUNCHARA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,9,8,102,95,111,103,214
YUNGUYO DE LITORAL,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,0,0,2,2,2,2,4
ZUDAÑEZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-06-01,5,6,115,130,120,136,256
ACACIO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,5,61,88,65,93,158
ACHACACHI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,33,17,159,142,192,159,351
ACHOCALLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,9,8,74,57,83,65,148
AIQUILE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,28,29,248,224,276,253,529
ALALAY,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,10,5,10,9,20,14,34
ALCALA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,2,70,62,70,64,134
ALTO BENI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,6,7,80,83,86,90,176
ANCORAIMES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,6,7,108,119,114,126,240
ANDAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,3,71,61,72,64,136
ANTEQUERA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,0,20,20,20,20,40
ANZALDO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,3,8,46,51,49,59,108
APOLO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,14,8,185,182,199,190,389
ARAMPAMPA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,2,3,41,48,43,51,94
ARANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,5,17,72,60,77,77,154
ARBIETO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,18,23,178,182,196,205,401
ARQUE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,18,10,144,145,162,155,317
ASCENCION DE GUARAYOS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,19,24,125,130,144,154,298
ATOCHA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,17,12,87,79,104,91,195
AUCAPATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,2,39,37,39,39,78
AYATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,11,9,34,52,45,61,106
AYO AYO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,1,55,49,56,50,106
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,20,22,223,252,243,274,517
AZURDUY,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,7,13,205,226,212,239,451
BATALLAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,9,16,80,89,89,105,194
BAURES,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,6,47,49,51,55,106
BELEN DE ANDAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,2,3,5,4,7,11
BELEN DE URMIRI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,1,5,16,6,17,23
BELLA FLOR,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,3,4,26,22,29,26,55
BERMEJO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,218,192,78,104,296,296,592
BETANZOS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,34,36,319,320,353,356,709
BOLIVAR,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,6,7,88,76,94,83,177
BOLPEBRA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,0,27,23,28,23,51
BOYUIBE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,6,5,35,26,41,31,72
BUENA VISTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,5,4,163,147,168,151,319
CABEZAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,14,19,104,84,118,103,221
CAIROMA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,2,4,67,62,69,66,135
"CAIZA ""D""",control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,3,4,71,72,74,76,150
CAJUATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,6,5,95,88,101,93,194
CALACOTO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,2,25,33,26,35,61
CALAMARCA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,5,68,93,72,98,170
CAMARGO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,17,19,181,200,198,219,417
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,5,33,28,34,33,67
CAMIRI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,33,34,173,161,206,195,401
CAPINOTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,12,8,132,145,144,153,297
CAQUIAVIRI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,2,44,48,44,50,94
CARACOLLO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,11,11,132,131,143,142,285
CARANAVI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,95,87,210,228,305,315,620
CARANGAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,0,1,2,1,2,3
CARAPARI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,21,23,134,111,155,134,289
CARIPUYO,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,8,77,78,81,86,167
CARMEN RIVERO TORREZ,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,9,7,11,13,20,20,40
CATACORA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,0,14,8,14,8,22
CHACARILLA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,0,9,10,10,10,20
CHALLAPATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,51,43,204,201,255,244,499
CHAQUI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,5,32,20,36,25,61
CHARAGUA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,18,16,201,192,219,208,427
CHARAÑA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,1,0,15,15,16,15,31
CHAYANTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,14,11,81,96,95,107,202
CHIMORE,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,131,131,173,166,304,297,601
CHIPAYA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,1,15,15,19,16,35
CHOQUE COTA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,2,0,11,2,13,2,15
CHUA COCANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,0,2,18,16,18,18,36
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,7,8,105,89,112,97,209
CHUMA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,4,3,74,63,78,66,144
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,10,11,46,32,56,43,99
CKOCHAS,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,10,11,147,153,157,164,321
CLIZA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,18,15,125,102,143,117,260
COBIJA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,56,64,312,307,368,371,739
COCAPATA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,8,11,206,180,214,191,405
COCHABAMBA,control de crecimiento infantil, control del nino (a) de 2 anos a menor de 5 anos,2014-07-01,835,735,1882,1842,2717,2577,5294
