municipality,group,variable,month,N°de actividades de la comunidad con participación del establecimiento,TOTAL
PUCARANI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,2,2
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,7,7
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,13,13
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,10,10
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,13,13
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,19,19
PUNA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,52,52
PUNATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,8,8
QUIABAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,14,14
QUIME,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,65,65
REYES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,5,5
RIBERALTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,18,18
ROBORE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,15,15
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,16,16
SABAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,22,22
SACABA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,25,25
SACABAMBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,2,2
SACACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,67,67
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,55,55
SAMAIPATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,9,9
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,22,22
SAN BORJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,12,12
SAN CARLOS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,3,3
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,6,6
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,11,11
SAN JULIAN,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,17,17
SAN LUCAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,32,32
SAN MATIAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,23,23
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,4,4
SAN PEDRO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,10,10
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,94,94
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,60,60
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,94,94
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,73,73
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,44,44
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,15,15
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,34,34
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,11,11
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,11,11
SHINAOTA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,24,24
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,9,9
SICAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,23,23
SORACACHI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,21,21
SORATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,8,8
SUCRE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,90,90
TACACOMA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,7,7
TACOBAMBA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,7,7
TACOPAYA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,36,36
TAHUA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,54,54
TARACO,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,1,1
TARATA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,9,9
TARIJA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,25,25
TARVITA,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,24,24
TEOPONTE,actividades del establecimiento y con la comunidad,nde actividades de la comunidad con participacion del establecimiento,2024-10-01,3,3
