municipality,group,variable,month,Total 8.3 Niños (as) de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
QUIABAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
QUILLACOLLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,438,438
QUIME,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,27,27
QUIRUSILLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
RAVELO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,54,54
REYES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,116,116
RIBERALTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,259,259
RURRENABAQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,43,43
SABAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
SACABA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,513,513
SACABAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,6,6
SACACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,81,81
SAIPINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,31,31
SALINAS DE GARCI MENDOZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,41,41
SAMAIPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
SAN AGUSTIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
SAN ANDRES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,161,161
SAN ANTONIO DE ESMORUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
SAN ANTONIO DE LOMERIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,19,19
SAN BENITO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,39,39
SAN BORJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,172,172
SAN BUENA VENTURA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,63,63
SAN CARLOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,57,57
SAN IGNACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,130,130
SAN IGNACIO DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,281,281
SAN JAVIER(BNI),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,14,14
SAN JAVIER(STC),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,53,53
SAN JOAQUIN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,35,35
SAN JOSE DE CHIQUITOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1,1
SAN JUAN DE YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,32,32
SAN JULIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,211,211
SAN LORENZO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,9,9
SAN LORENZO(TJA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,73,73
SAN LUCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,80,80
SAN MATIAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,72,72
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,52,52
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,5,5
SAN PEDRO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,89,89
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
SAN PEDRO(PND),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,3,3
SAN RAFAEL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
SAN RAMON SCZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
SANTA ANA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,30,30
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4041,4041
SANTA ROSA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,6,6
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,53,53
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,3,3
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,8,8
SANTIVAÑES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,30,30
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
SAPAHAQUI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,44,44
SENA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
SHINAOTA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,109,109
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,91,91
SICAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,5,5
SIPE SIPE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,268,268
SOPACHUY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
SORACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,29,29
SORATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,51,51
SUCRE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,1033,1033
TACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4,4
TACACOMA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
TACOBAMBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
TACOPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,38,38
TAHUA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,2,2
TAPACARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,41,41
TARABUCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,60,60
TARACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
TARATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,49,49
TARIJA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,361,361
TARVITA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
TEOPONTE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,46,46
TIAWANACU,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,26,26
TINGUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
TIPUANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,29,29
TIQUIPAYA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,253,253
TIRAQUE (CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,78,78
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,6,6
TOCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
TOLATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,20,20
TOLEDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
TOMAVE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,36,36
TOMINA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,35,35
TORO TORO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
TOTORA(CBBA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
TOTORA(ORR),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
TRIGAL,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,4,4
TRINIDAD,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,542,542
TUPIZA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,122,122
TURCO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,23,23
UMALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,20,20
UNCIA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,128,128
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,68,68
URUBICHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,17,17
UYUNI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,97,97
VACAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,12,12
VALLEGRANDE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,39,39
VIACHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,114,114
VILA VILA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,15,15
VILLA CHARCAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,53,53
VILLA MONTES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,181,181
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
VILLA RIVERO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,34,34
VILLA SERRANO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
VILLA TUNARI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,401,401
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,27,27
VILLAZON,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,140,140
VINTO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,222,222
VITICHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,13,13
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,10,10
WARNES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,379,379
YACO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,16,16
YACUIBA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,195,195
YAMPARAEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,25,25
YANACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,24,24
YAPACANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,196,196
YOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,30,30
YOTALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,21,21
YUNCHARA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,11,11
ZUDAÑEZ,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-10-01,22,22
ACACIO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,17,17
ACHACACHI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,115,115
ACHOCALLA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,8,8
AIQUILE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,62,62
ALCALA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,19,19
ALTO BENI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,31,31
ANCORAIMES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,30,30
ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,4,4
ANTEQUERA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,11,11
ANZALDO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,9,9
APOLO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,64,64
ARAMPAMPA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,6,6
ARANI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,40,40
ARBIETO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,65,65
ARQUE,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,41,41
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,67,67
ATOCHA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,56,56
AUCAPATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,9,9
AYATA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,26,26
AYO AYO,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,94,94
AZURDUY,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,34,34
BATALLAS,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,89,89
BAURES,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,26,26
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,8,8
BELEN DE URMIRI,micronutrientes, ninos (as) de 6 meses a menores de 2 anos con dosis completa de hierro,2014-11-01,1,1
