municipality,group,variable,month,Total 8.1 Mujeres embarazadas con dosis completa de hierro,TOTAL
COTAGAITA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,38,38
COTOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,110,110
CUATRO CAÑADAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,40,40
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
CUEVO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
CULPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,32,32
CURAHUARA DE CARANGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
CURVA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
DESAGUADERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
EL ALTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1960,1960
EL CHORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
EL PUENTE(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
EL PUENTE(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,17,17
EL TORNO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,102,102
EL VILLAR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,2,2
ENTRE RIOS TRJ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,40,40
ENTRE RIOS CBBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,83,83
ESCOMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,11,11
EUCALIPTUS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
EUREKA (SANTOS MERCADO),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
EXALTACION,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
FERNANDEZ ALONSO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
FILADELFIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
GENERAL SAAVEDRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
GUANAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,35,35
GUAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
GUAYARAMERIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,138,138
GUTIERREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,28,28
HUACARETA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,18,18
HUACAYA (VILLA DE HUACAYA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
HUACHACALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
HUANUNI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,72,72
HUARACAJE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
HUARINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
HUATAJATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
HUAYLLAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,2,2
HUMANATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
ICHOCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
ICLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
INCAHUASI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,28,28
INGAVI (HUMAITA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
INQUISIVI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,33,33
IXIAMAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
JESUS DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,21,21
LA ASUNTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,117,117
LA GUARDIA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,132,132
LA PAZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,2010,2010
LAGUNILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
LAJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
LAS CARRERAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
LICOMA PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
LLALLAGUA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,96,96
LLICA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
LORETO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
LURIBAY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,17,17
MACHACAMARCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,6,6
MACHARETI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,15,15
MAGDALENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,24,24
MAIRANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
MALLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,2,2
MAPIRI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,28,28
MECAPACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
MINEROS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,42,42
MIZQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,47,47
MOCOMOCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
MOJINETE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
MOJOCOYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
MONTEAGUDO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,64,64
MONTERO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,558,558
MORO MORO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
MOROCHATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
OCURI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,33,33
OKINAWA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,28,28
OMEREQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,11,11
ORURO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,484,484
PADCAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,32,32
PADILLA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
PAILON,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,69,69
PALCA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,42,42
PALOS BLANCOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,71,71
PAMPA AULLAGAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
PAMPA GRANDE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
PAPEL PAMPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
PASORAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
PATACAMAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,58,58
PAZÑA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
PELECHUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
POCOATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,45,45
POCONA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,14,14
POJO (CBBA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,14,14
POOPO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
PORCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
POROMA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,21,21
PORONGO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
PORTACHUELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,14,14
PORVENIR,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
POSTRER VALLE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
POTOSI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,479,479
PRESTO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
PUCARANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,63,63
PUERTO ACOSTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
PUERTO CARABUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,18,18
PUERTO GONZALO MORENO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
PUERTO PEREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,6,6
PUERTO QUIJARRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,58,58
PUERTO RICO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,25,25
PUERTO SILES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,1,1
PUERTO SUAREZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,32,32
PUERTO VILLARROEL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,67,67
PUNA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,17,17
PUNATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,34,34
QUIABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,6,6
QUILLACOLLO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,305,305
QUIME,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,16,16
QUIRUSILLAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
RAVELO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,23,23
REYES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,37,37
RIBERALTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,335,335
ROBORE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,40,40
RURRENABAQUE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,38,38
SABAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
SACABA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,272,272
SACABAMBA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
SACACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,35,35
SAIPINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,27,27
SAMAIPATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,11,11
SAN AGUSTIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
SAN ANDRES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,23,23
SAN ANDRES DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
SAN BENITO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,19,19
SAN BORJA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,81,81
SAN BUENA VENTURA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,28,28
SAN CARLOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,43,43
SAN IGNACIO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,120,120
SAN JAVIER(BNI),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,7,7
SAN JAVIER(STC),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,27,27
SAN JOAQUIN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,29,29
SAN JUAN DE YAPACANI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,15,15
SAN JULIAN,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,198,198
SAN LORENZO(PND),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
SAN LORENZO(TJA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,36,36
SAN LUCAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,57,57
SAN MATIAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,45,45
SAN MIGUEL DE VELASCO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,29,29
SAN PABLO DE LIPEZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,2,2
SAN PEDRO,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,51,51
SAN PEDRO DE CURAHUARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
SAN PEDRO DE TIQUINA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
SAN PEDRO(PND),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
SAN RAFAEL,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,15,15
SAN RAMON BENI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
SAN RAMON SCZ,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,24,24
SANTA ANA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,92,92
SANTA CRUZ DE LA SIERRA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3399,3399
SANTA ROSA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,26,26
SANTA ROSA DEL SARA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,35,35
SANTIAGO DE CALLAPA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
SANTIAGO DE HUARI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,21,21
SANTIAGO DE HUATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,13,13
SANTIAGO DE MACHACA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,5,5
SANTIVAÑES,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,9,9
SAPAHAQUI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
SENA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,10,10
SHINAOTA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,76,76
SICA SICA (VILLA AROMA),micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,50,50
SICAYA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,3,3
SIPE SIPE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,82,82
SOPACHUY,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
SORACACHI,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,12,12
SORATA,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,49,49
SUCRE,micronutrientes, mujeres embarazadas con dosis completa de hierro,2014-04-01,736,736
