municipality,group,variable,month,Total 1310 Días camas disponibles otros servicios,TOTAL
CHAYANTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,120,120
CHIMORE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
CKOCHAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
CLIZA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,403,403
COBIJA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,2728,2728
COCAPATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,91,91
COCHABAMBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,50530,50530
COLCAPIRHUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1124,1124
"COLCHA ""K""",internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
COLOMI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
COLPA BELGICA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,263,263
COLQUECHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
COLQUIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,217,217
CONCEPCION,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,403,403
COPACABANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,8,8
CORO CORO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,2,2
COROICO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,332,332
CORQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
COTAGAITA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,279,279
COTOCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,682,682
CUATRO CAÑADAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,248,248
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
CULPINA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,465,465
CURAHUARA DE CARANGAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,338,338
DESAGUADERO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
EL ALTO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,10624,10624
EL TORNO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,2821,2821
EL VILLAR,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,216,216
ENTRE RIOS TRJ,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,155,155
ESCOMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
EUCALIPTUS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,155,155
EXALTACION,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,401,401
FILADELFIA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,56,56
GUANAY,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
GUAQUI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,120,120
GUAYARAMERIN,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1419,1419
GUTIERREZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,341,341
HUACARETA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,575,575
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,152,152
HUARACAJE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
HUAYLLAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,155,155
HUMANATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
ICLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,364,364
INCAHUASI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,279,279
INQUISIVI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
IRUPANA (VILLA DE LANZA),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,372,372
IXIAMAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
JESUS DE MACHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,403,403
LA ASUNTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,526,526
LA PAZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,48846,48846
LAGUNILLAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
LICOMA PAMPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
LLALLAGUA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1147,1147
LLICA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
LORETO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,5,5
LURIBAY,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,120,120
MACHACAMARCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,90,90
MACHARETI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,403,403
MAGDALENA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,279,279
MAPIRI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,93,93
MINEROS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,180,180
MIZQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,930,930
MOJOCOYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,324,324
MONTEAGUDO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1548,1548
MONTERO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,3164,3164
MOROCHATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,185,185
OCURI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,372,372
OMEREQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,231,231
ORURO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,14551,14551
PADILLA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,465,465
PAILON,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,855,855
PALCA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
PAPEL PAMPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
PASORAPA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,217,217
PATACAMAYA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,180,180
POCOATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
POCONA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
POJO (CBBA),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,217,217
POOPO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,93,93
POROMA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,680,680
PORONGO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,155,155
PORTACHUELO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1395,1395
PORVENIR,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,152,152
POTOSI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,11966,11966
PRESTO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,209,209
PUCARANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
PUERTO RICO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,151,151
PUERTO VILLARROEL,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1550,1550
PUNA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,184,184
PUNATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1643,1643
QUILLACOLLO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1112,1112
QUIME,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,183,183
RAVELO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
REYES,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
RIBERALTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,3007,3007
ROBORE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1700,1700
RURRENABAQUE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,651,651
SACABA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1953,1953
SACABAMBA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,31,31
SACACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,310,310
SALINAS DE GARCI MENDOZA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
SAN BENITO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
SAN BORJA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,527,527
SAN BUENA VENTURA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,217,217
SAN IGNACIO DE VELASCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,2139,2139
SAN JAVIER(BNI),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,28,28
SAN JAVIER(STC),internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,310,310
SAN JOAQUIN,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1240,1240
SAN JUAN DE YAPACANI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,87,87
SAN JULIAN,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,775,775
SAN LUCAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,1053,1053
SAN MATIAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,697,697
SAN MIGUEL DE VELASCO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,217,217
SAN PEDRO,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,279,279
SAN PEDRO DE BUENA VISTA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,155,155
SAN RAFAEL,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,248,248
SAN RAMON BENI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
SAN RAMON SCZ,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,310,310
SANTA ANA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,21350,21350
SANTA ROSA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,186,186
SANTIAGO DE HUARI,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
SANTIAGO DE MACHACA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,62,62
SANTIVAÑES,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,248,248
SANTUARIO DE QUILLACAS,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
SOPACHUY,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,843,843
SORATA,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,124,124
SUCRE,internaciones dias camas,       dias camas disponibles otros servicios,2014-12-01,11639,11639
