municipality,group,variable,month,l 13.9 Días camas disponibles maternidad,TOTAL
POCOATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
POCONA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,527,527
POJO (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,248,248
POOPO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
POROMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,528,528
PORONGO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,341,341
PORTACHUELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,558,558
PORVENIR,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
POSTRER VALLE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
POTOSI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,2170,2170
PRESTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,242,242
PUCARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
PUCARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
PUERTO ACOSTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
PUERTO CARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,186,186
PUERTO GONZALO MORENO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,53,53
PUERTO RICO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,29,29
PUERTO SILES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,30,30
PUERTO SUAREZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,341,341
PUERTO VILLARROEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1271,1271
PUNA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
PUNATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,713,713
QUIABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,30,30
QUILLACOLLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,434,434
QUIME,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
QUIRUSILLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
RAVELO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
REYES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
RIBERALTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,837,837
ROBORE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,336,336
RURRENABAQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SABAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
SACABA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1395,1395
SACABAMBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SACACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SAIPINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,137,137
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,151,151
SAMAIPATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,151,151
SAN ANDRES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,2,2
SAN ANDRES DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,92,92
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SAN BENITO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
SAN BORJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,461,461
SAN BUENA VENTURA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,71,71
SAN CARLOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,403,403
SAN IGNACIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,403,403
SAN IGNACIO DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1395,1395
SAN JAVIER(STC),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SAN JOAQUIN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,992,992
SAN JUAN DE YAPACANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,798,798
SAN JULIAN,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,744,744
SAN LORENZO(PND),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,19,19
SAN LUCAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,581,581
SAN MATIAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,219,219
SAN MIGUEL DE VELASCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
SAN PEDRO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,365,365
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
SAN PEDRO DE CURAHUARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
SAN RAFAEL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SAN RAMON BENI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SAN RAMON SCZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SANTA ANA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,14379,14379
SANTA ROSA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,434,434
SANTIAGO DE CALLAPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
SANTIAGO DE HUARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
SANTIAGO DE MACHACA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,46,46
SANTIVAÑES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,217,217
SANTUARIO DE QUILLACAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
SAPAHAQUI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
SENA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,110,110
SHINAOTA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,432,432
SICA SICA (VILLA AROMA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
SICAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
SIPE SIPE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,589,589
SOPACHUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,328,328
SORACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SORATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
SUCRE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,4089,4089
TACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
TACACOMA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,61,61
TACOPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,248,248
TAPACARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,369,369
TARABUCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,451,451
TARATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,248,248
TARIJA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1832,1832
TARVITA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,744,744
TEOPONTE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
TIAWANACU,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
TIPUANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
TIQUIPAYA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,558,558
TIRAQUE (CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,558,558
TOCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
TOLATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
TOLEDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
TOMAVE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
TOMINA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,651,651
TORO TORO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
TOTORA(CBBA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,434,434
TOTORA(ORR),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
TRIGAL,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,31,31
TRINIDAD,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1612,1612
TUPIZA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,465,465
TURCO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
UMALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
UNCIA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
URUBICHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,62,62
UYUNI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,433,433
VACAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,246,246
VALLEGRANDE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,186,186
VIACHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,742,742
VILA VILA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,155,155
VILLA CHARCAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,90,90
VILLA MONTES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,372,372
VILLA RIVERO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
VILLA SERRANO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,465,465
VILLA TUNARI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1361,1361
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,245,245
VILLAZON,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,403,403
VINTO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,372,372
VITICHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
WARNES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,1284,1284
YACO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
YACUIBA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,434,434
YAMPARAEZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,149,149
YANACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
YAPACANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,666,666
YOTALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,93,93
ZUDAÑEZ,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-08-01,124,124
ACACIO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,30,30
ACHACACHI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,270,270
AIQUILE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,510,510
ALALAY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,240,240
ALCALA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,120,120
ALTO BENI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,217,217
ANCORAIMES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,91,91
ANDAMARCA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,120,120
ANTEQUERA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,30,30
ANZALDO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,60,60
APOLO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,150,150
ARAMPAMPA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,30,30
ARANI,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,120,120
ARBIETO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,180,180
ARQUE,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,211,211
ASCENCION DE GUARAYOS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,329,329
ATOCHA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,396,396
AYATA,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,60,60
AYO AYO,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,1200,1200
AZURDUY,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,210,210
BATALLAS,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,60,60
BAURES,internaciones dias camas,l 13.9       dias camas disponibles maternidad,2012-09-01,60,60
