municipality,group,variable,month,l 1310 Días camas disponibles otros servicios,TOTAL
IXIAMAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
JESUS DE MACHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,330,330
LA ASUNTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,390,390
LA GUARDIA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1110,1110
LA PAZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,61724,61724
LAGUNILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
LAJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,64,64
LAS CARRERAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
LLALLAGUA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,990,990
LLICA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
LURIBAY,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
MACHACAMARCA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
MACHARETI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,450,450
MAGDALENA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,240,240
MAIRANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
MAPIRI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
MINEROS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,300,300
MIZQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,870,870
MOCOMOCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,30,30
MOJOCOYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,206,206
MONTEAGUDO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1471,1471
MONTERO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,2760,2760
MORO MORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,92,92
MOROCHATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
OCURI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
OKINAWA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
OMEREQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
ORURO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,9947,9947
PADILLA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,450,450
PAILON,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,221,221
PALOS BLANCOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,450,450
PASORAPA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,90,90
PATACAMAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,390,390
PAZÑA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,58,58
POCOATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
POCONA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,240,240
POJO (CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
POOPO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
POROMA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,571,571
PORONGO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,330,330
PORTACHUELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1020,1020
PORVENIR,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,90,90
POSTRER VALLE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
POTOSI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,10980,10980
PRESTO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
PUCARA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
PUCARANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
PUERTO CARABUCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
PUERTO GONZALO MORENO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,84,84
PUERTO RICO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,162,162
PUERTO SILES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,27,27
PUERTO SUAREZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1364,1364
PUERTO VILLARROEL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1140,1140
PUNA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
PUNATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1530,1530
QUIABAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,30,30
QUILLACOLLO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,690,690
QUIME,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
QUIRUSILLAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,30,30
RAVELO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
REYES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
RIBERALTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,3210,3210
ROBORE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1425,1425
RURRENABAQUE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,390,390
SABAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
SACABA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,2070,2070
SACABAMBA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
SACACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,300,300
SAIPINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,86,86
SALINAS DE GARCI MENDOZA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,30,30
SAMAIPATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,90,90
SAN ANTONIO DE LOMERIO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
SAN BENITO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
SAN BORJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,538,538
SAN BUENA VENTURA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
SAN CARLOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,2520,2520
SAN IGNACIO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,750,750
SAN IGNACIO DE VELASCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,2850,2850
SAN JAVIER(STC),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,300,300
SAN JOAQUIN,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1110,1110
SAN JUAN DE YAPACANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,336,336
SAN JULIAN,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,780,780
SAN LORENZO(PND),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,24,24
SAN LUCAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,703,703
SAN MATIAS,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,600,600
SAN MIGUEL DE VELASCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,210,210
SAN PEDRO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,480,480
SAN PEDRO DE BUENA VISTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
SAN PEDRO DE TIQUINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
SAN RAFAEL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,240,240
SAN RAMON BENI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
SAN RAMON SCZ,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,320,320
SANTA ANA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,390,390
SANTA CRUZ DE LA SIERRA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,47438,47438
SANTA ROSA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
SANTA ROSA DEL SARA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
SANTIAGO DE HUARI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
SANTIAGO DE MACHACA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
SANTIVAÑES,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,278,278
SHINAOTA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,630,630
SICAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
SOPACHUY,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,810,810
SORATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,600,600
SUCRE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,33686,33686
TACOPAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,178,178
TAPACARI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,180,180
TARABUCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,480,480
TARATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
TARIJA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,12919,12919
TARVITA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,570,570
TEOPONTE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
TIPUANI,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
TIQUIPAYA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,720,720
TIRAQUE (CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,120,120
TOCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,90,90
TOLATA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
TOLEDO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,90,90
TOMAVE,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
TOMINA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,600,600
TORO TORO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,30,30
TOTORA(CBBA),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,630,630
TOTORA(ORR),internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
TRIGAL,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,60,60
TRINIDAD,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,6570,6570
TUPIZA,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,1260,1260
TURCO,internaciones dias camas,l 1310        dias camas disponibles otros servicios,2012-04-01,150,150
