,group,variable,month,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
SAN PEDRO DE TIQUINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,2,1,3
SAN PEDRO(PND),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,3,4
SAN RAFAEL,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,1,7
SAN RAMON BENI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,0,3
SAN RAMON SCZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,24,0,24
SANTA ANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,51,1,52
SANTA CRUZ DE LA SIERRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,2292,0,2292
SANTA ROSA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,5,0,5
SANTA ROSA DEL SARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,18,0,18
SANTIAGO DE CALLAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,1,4
SANTIAGO DE HUARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,14,0,14
SANTIAGO DE HUATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,4,0,4
SANTIAGO DE MACHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
SANTIVAÑES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,4,0,4
SANTUARIO DE QUILLACAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,7,13
SAPAHAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,2,8
SENA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,0,6
SHINAOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,22,0,22
SICA SICA (VILLA AROMA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,14,1,15
SICAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
SIPE SIPE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,71,0,71
SOPACHUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,9,1,10
SORACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,1,7
SORATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,19,2,21
SUCRE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,705,3,708
TACACOMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,2,0,2
TACOBAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,8,4,12
TACOPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,3,6
TAPACARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,13,4,17
TARABUCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,32,3,35
TARACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,0,3
TARATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,11,0,11
TARIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,394,22,416
TARVITA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,16,4,20
TEOPONTE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,19,0,19
TIAWANACU,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,7,3,10
TINGUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,11,3,14
TIPUANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,12,0,12
TIQUIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,92,2,94
TIRAQUE (CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,26,6,32
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
TOCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,7,0,7
TODOS SANTOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,0,2,2
TOLATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,11,0,11
TOLEDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,5,0,5
TOMAVE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,11,3,14
TOMINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,15,1,16
TORO TORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,13,2,15
TOTORA(CBBA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,22,2,24
TOTORA(ORR),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,4,0,4
TRINIDAD,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,203,0,203
TUPIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,91,3,94
TURCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
UMALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,0,3
UNCIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,20,3,23
URIONDO (A. CONCEPCION),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,27,1,28
UYUNI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,48,4,52
VACAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,9,0,9
VIACHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,117,1,118
VILA VILA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
VILLA CHARCAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,13,10,23
VILLA MONTES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,78,5,83
VILLA NUEVA (LOMA ALTA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,0,1
VILLA RIVERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,0,6
VILLA SERRANO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,13,5,18
VILLA TUNARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,109,0,109
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,20,7,27
VILLAZON,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,75,4,79
VINTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,64,3,67
VITICHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,3,0,3
WALDO BALLIVIAN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,1,2
YACO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,1,1,2
YACUIBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,147,0,147
YAMPARAEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,6,1,7
YANACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,4,0,4
YAPACANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,58,5,63
YOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,9,0,9
YOTALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,8,1,9
YUNCHARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,4,6,10
ZUDAÑEZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-11-01,9,4,13
ACACIO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
ACHACACHI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,35,1,36
ACHOCALLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,13,11,24
AIQUILE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,16,3,19
ALCALA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
ALTO BENI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,11,1,12
ANCORAIMES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,1,5
ANDAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,6,0,6
ANTEQUERA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,2,6
APOLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,11,2,13
ARAMPAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,3,4
ARANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,0,10
ARBIETO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,0,9
ARQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,0,10
ATOCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,21,0,21
AUCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,0,1
AYATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,0,7
AYO AYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,14,0,14
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,20,2,22
AZURDUY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,5,12
BATALLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,12,0,12
BAURES,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
BELEN DE ANDAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,0,2,2
BELEN DE URMIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,2,3
BELLA FLOR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
BERMEJO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,64,2,66
BETANZOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,39,10,49
BOLIVAR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
BOLPEBRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,2,4
BOYUIBE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
BUENA VISTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,20,0,20
CABEZAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,28,2,30
CAIROMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,1,5
"CAIZA ""D""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,1,8
CAJUATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,19,0,19
CALACOTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,0,2,2
CALAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,3,12
CAMARGO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,20,2,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,1,2
CAMIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,50,1,51
CAPINOTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,30,0,30
CAQUIAVIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,11,0,11
CARACOLLO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,17,1,18
CARANAVI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,111,1,112
CARAPARI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,12,1,13
CARIPUYO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,8,7,15
CHALLAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,63,8,71
CHAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,2,12
CHARAÑA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,2,3
CHAYANTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,5,14
CHIMORE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,17,0,17
CHIPAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,0,1
CHUA COCANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,37,0,37
CHUMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
CKOCHAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,11,4,15
CLIZA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,13,7,20
COBIJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,74,0,74
COCAPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,16,26
COCHABAMBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1018,16,1034
COLCAPIRHUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,70,2,72
"COLCHA ""K""",consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,11,0,11
COLLANA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,1,3
COLOMI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,24,0,24
COLPA BELGICA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,21,0,21
COLQUECHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,33,3,36
COLQUENCHA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
COLQUIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,9,19
COMANCHE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,9,10
COMBAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,1,2
CONCEPCION,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,26,0,26
CORIPATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,24,0,24
CORO CORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,2,7
COROICO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,23,0,23
COTAGAITA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,15,6,21
COTOCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,85,0,85
CUATRO CAÑADAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,39,2,41
CULPINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,24,5,29
CURAHUARA DE CARANGAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,0,4
CURVA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
DESAGUADERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,0,4
EL ALTO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1119,173,1292
EL CHORO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
EL PUENTE(TJA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
EL TORNO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,143,0,143
EL VILLAR,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,2,6
ENTRE RIOS TRJ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,33,6,39
ENTRE RIOS CBBA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,92,0,92
ESCARA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,0,1
ESCOMA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,6,0,6
EUCALIPTUS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,2,6
EXALTACION,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,18,0,18
FILADELFIA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,0,4
GENERAL SAAVEDRA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,13,0,13
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
GUANAY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,29,2,31
GUAQUI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,3,10
GUAYARAMERIN,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,64,1,65
GUTIERREZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
HUACARETA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,14,2,16
HUACAYA (VILLA DE HUACAYA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,2,4
HUANUNI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,36,0,36
HUARACAJE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
HUARINA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
HUAYLLAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,1,3
HUMANATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,0,1,1
ICHOCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,0,3
ICLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,5,14
INCAHUASI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,15,21,36
INGAVI (HUMAITA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,0,1
INQUISIVI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,6,1,7
IRUPANA (VILLA DE LANZA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,1,10
IXIAMAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
JESUS DE MACHACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,19,0,19
LA ASUNTA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,64,2,66
LA PAZ,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,998,5,1003
LAGUNILLAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,0,5
LAJA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,14,0,14
LAS CARRERAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
LICOMA PAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,1,0,1
LLALLAGUA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,79,1,80
LLICA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,5,3,8
LORETO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,1,5
LURIBAY,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,8,0,8
MACHACAMARCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,0,2
MACHARETI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,10,2,12
MAGDALENA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,20,0,20
MAPIRI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,19,1,20
MECAPACA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,12,1,13
MINEROS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,42,0,42
MIZQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,37,0,37
MOCOMOCO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,8,3,11
MOJINETE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,0,1,1
MOJOCOYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,6,0,6
MONTEAGUDO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,69,1,70
MONTERO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,189,13,202
MOROCHATA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,9,4,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,2,4,6
OCURI,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,3,4,7
OMEREQUE,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,7,0,7
ORURO,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,534,21,555
PADCAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,13,2,15
PADILLA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,8,2,10
PAILON,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,27,1,28
PALCA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,18,0,18
PALOS BLANCOS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,52,0,52
PAMPA AULLAGAS,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,6,0,6
PAPEL PAMPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,4,1,5
PASORAPA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,0,2,2
PATACAMAYA,consultas prenatales, mujeres con 4ta consulta prenatal,2014-12-01,31,0,31
