,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
PELECHUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,4,42,4,42,46
POCOATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,32,293,32,293,325
POCONA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,57,23,57,23,80
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,31,80,31,80,111
POOPO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,132,6,132,138
PORCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,64,3,64,67
POROMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,185,1,185,186
PORONGO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,38,1,38,39
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,126,0,126,126
PORVENIR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,71,6,71,77
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,9,0,9,9
POTOSI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,179,787,179,787,966
PRESTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,128,10,128,138
PUCARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,13,3,13,16
PUCARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,64,18,64,82
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,46,46,46,46,92
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,98,18,98,116
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,8,50,8,50,58
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,25,6,25,31
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,55,5,55,60
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,96,16,96,112
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,2,7,2,9
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,13,24,13,24,37
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,28,307,28,307,335
PUNA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,29,326,29,326,355
PUNATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,75,182,75,182,257
QUIABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,5,0,5,5
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,306,175,306,175,481
QUIME,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,41,6,41,47
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,14,0,14,14
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,340,0,340,340
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,151,0,151,151
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,237,1189,237,1189,1426
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,158,1,158,159
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,98,0,98,98
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,27,6,27,33
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,198,608,198,608,806
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,19,9,19,28
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,297,18,297,315
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,29,0,29,29
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,128,15,128,143
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,33,6,33,39
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,8,2,8,10
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,55,10,55,65
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,9,1,9,10
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,10,0,10,10
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,105,0,105,105
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,32,41,32,41,73
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,12,364,12,364,376
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,61,9,61,70
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,151,1,151,152
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,27,225,27,225,252
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,93,293,93,293,386
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,4,16,4,20
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,52,1,52,53
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,22,0,22,22
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,31,131,31,131,162
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,98,0,98,98
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,28,127,28,127,155
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,19,0,19,19
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,211,9,211,220
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,794,15,794,809
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,58,5,58,63
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,99,9,99,108
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,25,0,25,25
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,23,138,23,138,161
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,35,260,35,260,295
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,71,0,71,71
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,25,3,25,28
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,17,1,17,18
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,61,3,61,64
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,30,0,30,30
SAN RAMON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,71,0,71,71
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,42,74,42,74,116
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1089,3508,1089,3508,4597
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,9,59,9,59,68
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,86,7,86,93
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,35,0,35,35
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,74,11,74,85
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,7,6,7,13
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,18,7,18,25
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,29,1,29,30
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,62,3,62,65
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,75,11,75,86
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,248,2,248,250
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,6,0,6,6
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,129,243,129,243,372
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,158,0,158,158
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,14,144,14,144,158
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,27,84,27,84,111
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,102,1153,102,1153,1255
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,4,0,4,4
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,53,15,53,68
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,82,0,82,82
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,15,117,15,117,132
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,6,0,6,6
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,71,246,71,246,317
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,332,0,332,332
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,20,2,20,22
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,23,80,23,80,103
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,428,1306,428,1306,1734
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,311,2,311,313
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,79,0,79,79
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,19,48,19,48,67
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,2,165,2,165,167
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,12,75,12,75,87
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,157,77,157,77,234
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,97,110,97,110,207
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,7,1,7,8
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,48,40,48,40,88
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,3,1,3,4
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,11,17,11,17,28
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,14,55,14,55,69
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,76,1,76,77
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,173,0,173,173
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,195,7,195,202
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,36,83,36,83,119
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,10,27,10,27,37
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,5,14,5,14,19
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,266,492,266,492,758
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,354,0,354,354
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,61,3,61,64
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,17,48,17,48,65
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,159,16,159,175
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,53,138,53,138,191
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,165,0,165,165
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,237,1,237,238
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,113,18,113,131
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,13,36,13,36,49
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,54,288,54,288,342
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,60,3,60,63
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,16,363,16,363,379
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,8,0,8,8
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,12,12,12,12,24
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,169,0,169,169
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,214,385,214,385,599
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,120,0,120,120
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,18,285,18,285,303
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,153,165,153,165,318
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,3,87,3,87,90
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,31,0,31,31
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,31,311,31,311,342
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,6,27,6,27,33
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,103,551,103,551,654
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,142,0,142,142
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,7,16,7,16,23
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,330,0,330,330
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,76,1,76,77
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,0,102,0,102,102
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,13,87,13,87,100
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2008-12-01,1,127,1,127,128
