,group,variable,month,13. 3 EGRESOS CANTIDAD,13. 3 EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
POCONA,internaciones,3      egresos,2014-08-01,0,10,0,10,10
POJO (CBBA),internaciones,3      egresos,2014-08-01,3,31,3,31,34
POOPO,internaciones,3      egresos,2014-08-01,0,1,0,1,1
POROMA,internaciones,3      egresos,2014-08-01,1,8,1,8,9
PORONGO,internaciones,3      egresos,2014-08-01,0,4,0,4,4
PORTACHUELO,internaciones,3      egresos,2014-08-01,79,150,79,150,229
PORVENIR,internaciones,3      egresos,2014-08-01,7,11,7,11,18
POTOSI,internaciones,3      egresos,2014-08-01,1008,1338,1008,1338,2346
PRESTO,internaciones,3      egresos,2014-08-01,1,3,1,3,4
PUCARANI,internaciones,3      egresos,2014-08-01,1,16,1,16,17
PUERTO ACOSTA,internaciones,3      egresos,2014-08-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,3      egresos,2014-08-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-08-01,2,9,2,9,11
PUERTO PEREZ,internaciones,3      egresos,2014-08-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,3      egresos,2014-08-01,28,52,28,52,80
PUERTO RICO,internaciones,3      egresos,2014-08-01,13,24,13,24,37
PUERTO SILES,internaciones,3      egresos,2014-08-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,3      egresos,2014-08-01,49,109,49,109,158
PUERTO VILLARROEL,internaciones,3      egresos,2014-08-01,90,231,90,231,321
PUNA,internaciones,3      egresos,2014-08-01,1,11,1,11,12
PUNATA,internaciones,3      egresos,2014-08-01,112,233,112,233,345
QUIABAYA,internaciones,3      egresos,2014-08-01,0,7,0,7,7
QUILLACOLLO,internaciones,3      egresos,2014-08-01,15,342,15,342,357
QUIME,internaciones,3      egresos,2014-08-01,0,8,0,8,8
QUIRUSILLAS,internaciones,3      egresos,2014-08-01,0,2,0,2,2
REYES,internaciones,3      egresos,2014-08-01,9,25,9,25,34
RIBERALTA,internaciones,3      egresos,2014-08-01,365,732,365,732,1097
ROBORE,internaciones,3      egresos,2014-08-01,25,80,25,80,105
RURRENABAQUE,internaciones,3      egresos,2014-08-01,64,145,64,145,209
SACABA,internaciones,3      egresos,2014-08-01,95,400,95,400,495
SACABAMBA,internaciones,3      egresos,2014-08-01,8,16,8,16,24
SACACA,internaciones,3      egresos,2014-08-01,2,15,2,15,17
SAIPINA,internaciones,3      egresos,2014-08-01,2,9,2,9,11
SAMAIPATA,internaciones,3      egresos,2014-08-01,8,28,8,28,36
SAN ANDRES,internaciones,3      egresos,2014-08-01,20,0,20,0,20
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-08-01,3,7,3,7,10
SAN BENITO,internaciones,3      egresos,2014-08-01,2,7,2,7,9
SAN BORJA,internaciones,3      egresos,2014-08-01,42,138,42,138,180
SAN BUENA VENTURA,internaciones,3      egresos,2014-08-01,18,26,18,26,44
SAN CARLOS,internaciones,3      egresos,2014-08-01,27,82,27,82,109
SAN IGNACIO,internaciones,3      egresos,2014-08-01,25,68,25,68,93
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-08-01,122,228,122,228,350
SAN JAVIER(STC),internaciones,3      egresos,2014-08-01,12,39,12,39,51
SAN JOAQUIN,internaciones,3      egresos,2014-08-01,9,25,9,25,34
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-08-01,47,114,47,114,161
SAN JULIAN,internaciones,3      egresos,2014-08-01,48,199,48,199,247
SAN LORENZO(TJA),internaciones,3      egresos,2014-08-01,0,7,0,7,7
SAN LUCAS,internaciones,3      egresos,2014-08-01,3,24,3,24,27
SAN MATIAS,internaciones,3      egresos,2014-08-01,31,63,31,63,94
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-08-01,9,22,9,22,31
SAN PEDRO,internaciones,3      egresos,2014-08-01,9,22,9,22,31
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-08-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,internaciones,3      egresos,2014-08-01,0,2,0,2,2
SAN RAFAEL,internaciones,3      egresos,2014-08-01,5,18,5,18,23
SAN RAMON BENI,internaciones,3      egresos,2014-08-01,7,27,7,27,34
SAN RAMON SCZ,internaciones,3      egresos,2014-08-01,9,34,9,34,43
SANTA ANA,internaciones,3      egresos,2014-08-01,44,105,44,105,149
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-08-01,4465,6660,4465,6660,11125
SANTA ROSA,internaciones,3      egresos,2014-08-01,16,26,16,26,42
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-08-01,3,13,3,13,16
SANTIAGO DE CALLAPA,internaciones,3      egresos,2014-08-01,0,3,0,3,3
SANTIAGO DE HUARI,internaciones,3      egresos,2014-08-01,0,7,0,7,7
SANTIAGO DE HUATA,internaciones,3      egresos,2014-08-01,0,3,0,3,3
SANTIAGO DE MACHACA,internaciones,3      egresos,2014-08-01,0,3,0,3,3
SANTIVAÑES,internaciones,3      egresos,2014-08-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,internaciones,3      egresos,2014-08-01,1,0,1,0,1
SAPAHAQUI,internaciones,3      egresos,2014-08-01,0,6,0,6,6
SENA,internaciones,3      egresos,2014-08-01,10,0,10,0,10
SHINAOTA,internaciones,3      egresos,2014-08-01,31,60,31,60,91
SICA SICA (VILLA AROMA),internaciones,3      egresos,2014-08-01,0,9,0,9,9
SICAYA,internaciones,3      egresos,2014-08-01,0,1,0,1,1
SIPE SIPE,internaciones,3      egresos,2014-08-01,0,25,0,25,25
SOPACHUY,internaciones,3      egresos,2014-08-01,5,1,5,1,6
SORACACHI,internaciones,3      egresos,2014-08-01,0,5,0,5,5
SORATA,internaciones,3      egresos,2014-08-01,4,37,4,37,41
SUCRE,internaciones,3      egresos,2014-08-01,1831,1653,1831,1653,3484
TACACHI,internaciones,3      egresos,2014-08-01,0,1,0,1,1
TACACOMA,internaciones,3      egresos,2014-08-01,0,8,0,8,8
TACOPAYA,internaciones,3      egresos,2014-08-01,1,8,1,8,9
TAPACARI,internaciones,3      egresos,2014-08-01,1,5,1,5,6
TARABUCO,internaciones,3      egresos,2014-08-01,20,44,20,44,64
TARACO,internaciones,3      egresos,2014-08-01,0,2,0,2,2
TARATA,internaciones,3      egresos,2014-08-01,0,9,0,9,9
TARIJA,internaciones,3      egresos,2014-08-01,672,1254,672,1254,1926
TARVITA,internaciones,3      egresos,2014-08-01,4,29,4,29,33
TEOPONTE,internaciones,3      egresos,2014-08-01,0,13,0,13,13
TIAWANACU,internaciones,3      egresos,2014-08-01,0,4,0,4,4
TIPUANI,internaciones,3      egresos,2014-08-01,13,21,13,21,34
TIQUIPAYA,internaciones,3      egresos,2014-08-01,26,164,26,164,190
TIRAQUE (CBBA),internaciones,3      egresos,2014-08-01,1,21,1,21,22
TOCO,internaciones,3      egresos,2014-08-01,0,3,0,3,3
TOLATA,internaciones,3      egresos,2014-08-01,1,6,1,6,7
TOLEDO,internaciones,3      egresos,2014-08-01,0,1,0,1,1
TOMINA,internaciones,3      egresos,2014-08-01,0,12,0,12,12
TORO TORO,internaciones,3      egresos,2014-08-01,0,8,0,8,8
TOTORA(CBBA),internaciones,3      egresos,2014-08-01,8,52,8,52,60
TOTORA(ORR),internaciones,3      egresos,2014-08-01,0,2,0,2,2
TRIGAL,internaciones,3      egresos,2014-08-01,4,3,4,3,7
TRINIDAD,internaciones,3      egresos,2014-08-01,384,828,384,828,1212
TUPIZA,internaciones,3      egresos,2014-08-01,114,301,114,301,415
UNCIA,internaciones,3      egresos,2014-08-01,23,1,23,1,24
URUBICHA,internaciones,3      egresos,2014-08-01,1,7,1,7,8
UYUNI,internaciones,3      egresos,2014-08-01,30,130,30,130,160
VACAS,internaciones,3      egresos,2014-08-01,0,5,0,5,5
VALLEGRANDE,internaciones,3      egresos,2014-08-01,41,106,41,106,147
VIACHA,internaciones,3      egresos,2014-08-01,39,83,39,83,122
VILLA CHARCAS,internaciones,3      egresos,2014-08-01,0,28,0,28,28
VILLA MONTES,internaciones,3      egresos,2014-08-01,81,239,81,239,320
VILLA RIVERO,internaciones,3      egresos,2014-08-01,5,12,5,12,17
VILLA SERRANO,internaciones,3      egresos,2014-08-01,0,2,0,2,2
VILLA TUNARI,internaciones,3      egresos,2014-08-01,113,266,113,266,379
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,3      egresos,2014-08-01,2,6,2,6,8
VILLAZON,internaciones,3      egresos,2014-08-01,63,162,63,162,225
VINTO,internaciones,3      egresos,2014-08-01,25,75,25,75,100
WARNES,internaciones,3      egresos,2014-08-01,50,105,50,105,155
YACO,internaciones,3      egresos,2014-08-01,0,7,0,7,7
YACUIBA,internaciones,3      egresos,2014-08-01,244,520,244,520,764
YAMPARAEZ,internaciones,3      egresos,2014-08-01,0,6,0,6,6
YANACACHI,internaciones,3      egresos,2014-08-01,0,4,0,4,4
YAPACANI,internaciones,3      egresos,2014-08-01,81,157,81,157,238
YOTALA,internaciones,3      egresos,2014-08-01,6,19,6,19,25
ZUDAÑEZ,internaciones,3      egresos,2014-08-01,6,27,6,27,33
ACHACACHI,internaciones,3      egresos,2014-09-01,12,61,12,61,73
ACHOCALLA,internaciones,3      egresos,2014-09-01,0,3,0,3,3
AIQUILE,internaciones,3      egresos,2014-09-01,40,71,40,71,111
ALALAY,internaciones,3      egresos,2014-09-01,1,0,1,0,1
ALTO BENI,internaciones,3      egresos,2014-09-01,0,5,0,5,5
ANCORAIMES,internaciones,3      egresos,2014-09-01,0,1,0,1,1
ANZALDO,internaciones,3      egresos,2014-09-01,9,12,9,12,21
APOLO,internaciones,3      egresos,2014-09-01,5,20,5,20,25
ARAMPAMPA,internaciones,3      egresos,2014-09-01,2,0,2,0,2
ARANI,internaciones,3      egresos,2014-09-01,0,5,0,5,5
ARBIETO,internaciones,3      egresos,2014-09-01,0,15,0,15,15
ARQUE,internaciones,3      egresos,2014-09-01,0,4,0,4,4
ASCENCION DE GUARAYOS,internaciones,3      egresos,2014-09-01,81,175,81,175,256
ATOCHA,internaciones,3      egresos,2014-09-01,52,65,52,65,117
AUCAPATA,internaciones,3      egresos,2014-09-01,0,4,0,4,4
AYATA,internaciones,3      egresos,2014-09-01,0,1,0,1,1
AYO AYO,internaciones,3      egresos,2014-09-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,3      egresos,2014-09-01,11,34,11,34,45
AZURDUY,internaciones,3      egresos,2014-09-01,8,12,8,12,20
BAURES,internaciones,3      egresos,2014-09-01,9,22,9,22,31
BELLA FLOR,internaciones,3      egresos,2014-09-01,1,1,1,1,2
BERMEJO,internaciones,3      egresos,2014-09-01,92,196,92,196,288
BETANZOS,internaciones,3      egresos,2014-09-01,1,21,1,21,22
BOLIVAR,internaciones,3      egresos,2014-09-01,1,1,1,1,2
BOYUIBE,internaciones,3      egresos,2014-09-01,9,22,9,22,31
BUENA VISTA,internaciones,3      egresos,2014-09-01,7,6,7,6,13
CABEZAS,internaciones,3      egresos,2014-09-01,15,21,15,21,36
CAIROMA,internaciones,3      egresos,2014-09-01,2,8,2,8,10
"CAIZA ""D""",internaciones,3      egresos,2014-09-01,0,4,0,4,4
CAJUATA,internaciones,3      egresos,2014-09-01,0,17,0,17,17
CALAMARCA,internaciones,3      egresos,2014-09-01,0,4,0,4,4
CAMARGO,internaciones,3      egresos,2014-09-01,25,58,25,58,83
CAMATAQUI (C. VILLA ABECIA),internaciones,3      egresos,2014-09-01,0,1,0,1,1
CAMIRI,internaciones,3      egresos,2014-09-01,126,281,126,281,407
CAPINOTA,internaciones,3      egresos,2014-09-01,2,31,2,31,33
CAQUIAVIRI,internaciones,3      egresos,2014-09-01,0,1,0,1,1
CARACOLLO,internaciones,3      egresos,2014-09-01,2,38,2,38,40
CARANAVI,internaciones,3      egresos,2014-09-01,31,163,31,163,194
CARMEN RIVERO TORREZ,internaciones,3      egresos,2014-09-01,11,24,11,24,35
CHACARILLA,internaciones,3      egresos,2014-09-01,0,1,0,1,1
CHALLAPATA,internaciones,3      egresos,2014-09-01,8,110,8,110,118
CHAQUI,internaciones,3      egresos,2014-09-01,0,2,0,2,2
CHARAGUA,internaciones,3      egresos,2014-09-01,42,107,42,107,149
CHAYANTA,internaciones,3      egresos,2014-09-01,0,11,0,11,11
CHIMORE,internaciones,3      egresos,2014-09-01,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,3      egresos,2014-09-01,43,74,43,74,117
CHUMA,internaciones,3      egresos,2014-09-01,0,2,0,2,2
CKOCHAS,internaciones,3      egresos,2014-09-01,0,3,0,3,3
CLIZA,internaciones,3      egresos,2014-09-01,12,98,12,98,110
COBIJA,internaciones,3      egresos,2014-09-01,182,382,182,382,564
COCAPATA,internaciones,3      egresos,2014-09-01,1,1,1,1,2
COCHABAMBA,internaciones,3      egresos,2014-09-01,3053,5101,3053,5101,8154
COIPASA,internaciones,3      egresos,2014-09-01,0,2,0,2,2
COLCAPIRHUA,internaciones,3      egresos,2014-09-01,40,73,40,73,113
"COLCHA ""K""",internaciones,3      egresos,2014-09-01,1,1,1,1,2
COLOMI,internaciones,3      egresos,2014-09-01,1,16,1,16,17
COLPA BELGICA,internaciones,3      egresos,2014-09-01,15,12,15,12,27
COLQUECHACA,internaciones,3      egresos,2014-09-01,0,8,0,8,8
COLQUENCHA,internaciones,3      egresos,2014-09-01,0,2,0,2,2
COLQUIRI,internaciones,3      egresos,2014-09-01,0,15,0,15,15
COMANCHE,internaciones,3      egresos,2014-09-01,0,1,0,1,1
COMARAPA,internaciones,3      egresos,2014-09-01,2,41,2,41,43
COMBAYA,internaciones,3      egresos,2014-09-01,0,1,0,1,1
CONCEPCION,internaciones,3      egresos,2014-09-01,13,42,13,42,55
COPACABANA,internaciones,3      egresos,2014-09-01,0,8,0,8,8
CORIPATA,internaciones,3      egresos,2014-09-01,2,10,2,10,12
CORO CORO,internaciones,3      egresos,2014-09-01,0,2,0,2,2
COROICO,internaciones,3      egresos,2014-09-01,29,87,29,87,116
CORQUE,internaciones,3      egresos,2014-09-01,0,6,0,6,6
COTAGAITA,internaciones,3      egresos,2014-09-01,5,15,5,15,20
COTOCA,internaciones,3      egresos,2014-09-01,0,3,0,3,3
CUATRO CAÑADAS,internaciones,3      egresos,2014-09-01,9,10,9,10,19
CUCHUMUELA (V. G. VILLARROEL),internaciones,3      egresos,2014-09-01,0,3,0,3,3
CULPINA,internaciones,3      egresos,2014-09-01,12,15,12,15,27
CURAHUARA DE CARANGAS,internaciones,3      egresos,2014-09-01,0,4,0,4,4
DESAGUADERO,internaciones,3      egresos,2014-09-01,0,7,0,7,7
EL ALTO,internaciones,3      egresos,2014-09-01,1064,2807,1064,2807,3871
EL PUENTE(STC),internaciones,3      egresos,2014-09-01,9,19,9,19,28
EL PUENTE(TJA),internaciones,3      egresos,2014-09-01,0,9,0,9,9
EL TORNO,internaciones,3      egresos,2014-09-01,350,479,350,479,829
EL VILLAR,internaciones,3      egresos,2014-09-01,0,2,0,2,2
ENTRE RIOS TRJ,internaciones,3      egresos,2014-09-01,7,36,7,36,43
ENTRE RIOS CBBA,internaciones,3      egresos,2014-09-01,12,28,12,28,40
ESCOMA,internaciones,3      egresos,2014-09-01,4,24,4,24,28
EUCALIPTUS,internaciones,3      egresos,2014-09-01,0,4,0,4,4
FERNANDEZ ALONSO,internaciones,3      egresos,2014-09-01,13,23,13,23,36
FILADELFIA,internaciones,3      egresos,2014-09-01,4,3,4,3,7
GENERAL SAAVEDRA,internaciones,3      egresos,2014-09-01,3,2,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),internaciones,3      egresos,2014-09-01,0,1,0,1,1
GUANAY,internaciones,3      egresos,2014-09-01,0,15,0,15,15
GUAQUI,internaciones,3      egresos,2014-09-01,0,5,0,5,5
GUAYARAMERIN,internaciones,3      egresos,2014-09-01,188,413,188,413,601
GUTIERREZ,internaciones,3      egresos,2014-09-01,14,38,14,38,52
HUACARETA,internaciones,3      egresos,2014-09-01,8,22,8,22,30
HUACAYA (VILLA DE HUACAYA),internaciones,3      egresos,2014-09-01,1,7,1,7,8
HUACHACALLA,internaciones,3      egresos,2014-09-01,2,5,2,5,7
HUANUNI,internaciones,3      egresos,2014-09-01,61,109,61,109,170
HUARACAJE,internaciones,3      egresos,2014-09-01,6,15,6,15,21
HUARINA,internaciones,3      egresos,2014-09-01,1,1,1,1,2
HUATAJATA,internaciones,3      egresos,2014-09-01,2,2,2,2,4
HUAYLLAMARCA,internaciones,3      egresos,2014-09-01,2,1,2,1,3
ICLA,internaciones,3      egresos,2014-09-01,2,10,2,10,12
INCAHUASI,internaciones,3      egresos,2014-09-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,3      egresos,2014-09-01,3,28,3,28,31
IXIAMAS,internaciones,3      egresos,2014-09-01,14,25,14,25,39
JESUS DE MACHACA,internaciones,3      egresos,2014-09-01,3,14,3,14,17
LA ASUNTA,internaciones,3      egresos,2014-09-01,3,65,3,65,68
LA GUARDIA,internaciones,3      egresos,2014-09-01,49,85,49,85,134
LA PAZ,internaciones,3      egresos,2014-09-01,3588,6626,3588,6626,10214
LAGUNILLAS,internaciones,3      egresos,2014-09-01,1,5,1,5,6
LAJA,internaciones,3      egresos,2014-09-01,0,10,0,10,10
LAS CARRERAS,internaciones,3      egresos,2014-09-01,0,3,0,3,3
LLALLAGUA,internaciones,3      egresos,2014-09-01,2,1,2,1,3
LLICA,internaciones,3      egresos,2014-09-01,0,5,0,5,5
MACHACAMARCA,internaciones,3      egresos,2014-09-01,0,3,0,3,3
MACHARETI,internaciones,3      egresos,2014-09-01,3,3,3,3,6
MAGDALENA,internaciones,3      egresos,2014-09-01,35,74,35,74,109
MAIRANA,internaciones,3      egresos,2014-09-01,5,55,5,55,60
MAPIRI,internaciones,3      egresos,2014-09-01,7,37,7,37,44
MINEROS,internaciones,3      egresos,2014-09-01,12,31,12,31,43
MIZQUE,internaciones,3      egresos,2014-09-01,6,50,6,50,56
MOJINETE,internaciones,3      egresos,2014-09-01,0,2,0,2,2
MOJOCOYA,internaciones,3      egresos,2014-09-01,0,5,0,5,5
MONTEAGUDO,internaciones,3      egresos,2014-09-01,68,142,68,142,210
MONTERO,internaciones,3      egresos,2014-09-01,267,571,267,571,838
MORO MORO,internaciones,3      egresos,2014-09-01,1,1,1,1,2
MOROCHATA,internaciones,3      egresos,2014-09-01,1,5,1,5,6
OCURI,internaciones,3      egresos,2014-09-01,0,12,0,12,12
OKINAWA,internaciones,3      egresos,2014-09-01,17,41,17,41,58
OMEREQUE,internaciones,3      egresos,2014-09-01,5,10,5,10,15
ORURO,internaciones,3      egresos,2014-09-01,787,2004,787,2004,2791
PADILLA,internaciones,3      egresos,2014-09-01,26,63,26,63,89
PAILON,internaciones,3      egresos,2014-09-01,18,87,18,87,105
PALCA,internaciones,3      egresos,2014-09-01,0,7,0,7,7
PALOS BLANCOS,internaciones,3      egresos,2014-09-01,10,34,10,34,44
PAMPA GRANDE,internaciones,3      egresos,2014-09-01,3,20,3,20,23
PAPEL PAMPA,internaciones,3      egresos,2014-09-01,0,5,0,5,5
PASORAPA,internaciones,3      egresos,2014-09-01,0,7,0,7,7
PATACAMAYA,internaciones,3      egresos,2014-09-01,7,33,7,33,40
PAZÑA,internaciones,3      egresos,2014-09-01,0,5,0,5,5
POCOATA,internaciones,3      egresos,2014-09-01,0,4,0,4,4
POCONA,internaciones,3      egresos,2014-09-01,0,15,0,15,15
POJO (CBBA),internaciones,3      egresos,2014-09-01,1,19,1,19,20
POOPO,internaciones,3      egresos,2014-09-01,0,2,0,2,2
POROMA,internaciones,3      egresos,2014-09-01,0,7,0,7,7
PORONGO,internaciones,3      egresos,2014-09-01,1,1,1,1,2
PORTACHUELO,internaciones,3      egresos,2014-09-01,50,176,50,176,226
PORVENIR,internaciones,3      egresos,2014-09-01,3,6,3,6,9
POSTRER VALLE,internaciones,3      egresos,2014-09-01,2,7,2,7,9
POTOSI,internaciones,3      egresos,2014-09-01,744,1401,744,1401,2145
PRESTO,internaciones,3      egresos,2014-09-01,2,7,2,7,9
PUCARA,internaciones,3      egresos,2014-09-01,1,2,1,2,3
PUCARANI,internaciones,3      egresos,2014-09-01,2,9,2,9,11
PUERTO ACOSTA,internaciones,3      egresos,2014-09-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,3      egresos,2014-09-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,3      egresos,2014-09-01,3,10,3,10,13
PUERTO QUIJARRO,internaciones,3      egresos,2014-09-01,15,43,15,43,58
PUERTO RICO,internaciones,3      egresos,2014-09-01,7,8,7,8,15
PUERTO SUAREZ,internaciones,3      egresos,2014-09-01,46,113,46,113,159
PUERTO VILLARROEL,internaciones,3      egresos,2014-09-01,73,183,73,183,256
PUNA,internaciones,3      egresos,2014-09-01,1,8,1,8,9
PUNATA,internaciones,3      egresos,2014-09-01,97,252,97,252,349
QUILLACOLLO,internaciones,3      egresos,2014-09-01,74,415,74,415,489
QUIRUSILLAS,internaciones,3      egresos,2014-09-01,1,2,1,2,3
REYES,internaciones,3      egresos,2014-09-01,16,31,16,31,47
RIBERALTA,internaciones,3      egresos,2014-09-01,133,498,133,498,631
ROBORE,internaciones,3      egresos,2014-09-01,27,77,27,77,104
RURRENABAQUE,internaciones,3      egresos,2014-09-01,58,105,58,105,163
SACABA,internaciones,3      egresos,2014-09-01,105,370,105,370,475
SACABAMBA,internaciones,3      egresos,2014-09-01,2,10,2,10,12
SACACA,internaciones,3      egresos,2014-09-01,0,11,0,11,11
SAIPINA,internaciones,3      egresos,2014-09-01,1,9,1,9,10
SALINAS DE GARCI MENDOZA,internaciones,3      egresos,2014-09-01,0,5,0,5,5
SAMAIPATA,internaciones,3      egresos,2014-09-01,10,32,10,32,42
SAN ANDRES,internaciones,3      egresos,2014-09-01,0,34,0,34,34
SAN ANTONIO DE LOMERIO,internaciones,3      egresos,2014-09-01,3,10,3,10,13
SAN BENITO,internaciones,3      egresos,2014-09-01,0,8,0,8,8
SAN BORJA,internaciones,3      egresos,2014-09-01,49,106,49,106,155
SAN BUENA VENTURA,internaciones,3      egresos,2014-09-01,13,27,13,27,40
SAN CARLOS,internaciones,3      egresos,2014-09-01,31,87,31,87,118
SAN IGNACIO,internaciones,3      egresos,2014-09-01,13,57,13,57,70
SAN IGNACIO DE VELASCO,internaciones,3      egresos,2014-09-01,105,270,105,270,375
SAN JAVIER(STC),internaciones,3      egresos,2014-09-01,6,27,6,27,33
SAN JOAQUIN,internaciones,3      egresos,2014-09-01,10,22,10,22,32
SAN JOSE DE CHIQUITOS,internaciones,3      egresos,2014-09-01,45,124,45,124,169
SAN JULIAN,internaciones,3      egresos,2014-09-01,37,165,37,165,202
SAN LORENZO(TJA),internaciones,3      egresos,2014-09-01,0,3,0,3,3
SAN LUCAS,internaciones,3      egresos,2014-09-01,11,39,11,39,50
SAN MATIAS,internaciones,3      egresos,2014-09-01,22,54,22,54,76
SAN MIGUEL DE VELASCO,internaciones,3      egresos,2014-09-01,12,16,12,16,28
SAN PEDRO,internaciones,3      egresos,2014-09-01,9,22,9,22,31
SAN PEDRO DE BUENA VISTA,internaciones,3      egresos,2014-09-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,internaciones,3      egresos,2014-09-01,0,1,0,1,1
SAN RAFAEL,internaciones,3      egresos,2014-09-01,8,28,8,28,36
SAN RAMON BENI,internaciones,3      egresos,2014-09-01,7,31,7,31,38
SAN RAMON SCZ,internaciones,3      egresos,2014-09-01,11,28,11,28,39
SANTA ANA,internaciones,3      egresos,2014-09-01,43,71,43,71,114
SANTA CRUZ DE LA SIERRA,internaciones,3      egresos,2014-09-01,4283,7085,4283,7085,11368
SANTA ROSA,internaciones,3      egresos,2014-09-01,14,30,14,30,44
SANTA ROSA DEL SARA,internaciones,3      egresos,2014-09-01,17,21,17,21,38
SANTIAGO DE CALLAPA,internaciones,3      egresos,2014-09-01,0,2,0,2,2
