,group,variable,month,1. NACIDOS VIVOS SERV/DOM,1. NACIDOS VIVOS SERV/DOM,TOTALES,TOTALES,TOTALES
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,1,1,1,2
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,7,0,7,0,7
SAN AGUSTIN,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,1,1,1,2
SAN ANDRES,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,8,0,8,0,8
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,6,0,6,0,6
SAN BENITO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,35,17,35,17,52
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,16,2,16,2,18
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,20,0,20,0,20
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,17,4,17,4,21
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,102,8,102,8,110
SAN JAVIER(STC),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,18,0,18,0,18
SAN JOAQUIN,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,28,0,28,0,28
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,0,3,0,3
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,69,0,69,0,69
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,1,4,1,5
SAN LORENZO(TJA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,5,0,5,0,5
SAN LUCAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,24,12,24,12,36
SAN MATIAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,9,3,9,3,12
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,3,2,3,5
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,2,1,2,3
SAN PEDRO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,8,19,8,19,27
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,1,0,1,1
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,9,3,9,3,12
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,1,1,1,2
SAN PEDRO(PND),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,2,0,2,2
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
SAN RAMON BENI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1925,5,1925,5,1930
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,9,2,9,2,11
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,1,3,1,4
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,1,1,1,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,4,1,4,5
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,2,2,2,4
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,3,1,3,4
SANTIVAÑES,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,1,0,1,1
SAPAHAQUI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,9,3,9,3,12
SENA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,6,1,6,1,7
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,34,1,34,1,35
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,8,11,8,11,19
SICAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,0,1,0,1
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,35,3,35,3,38
SOPACHUY,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,0,1,0,1
SORACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,2,2,2,4
SORATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,7,9,7,9,16
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,393,1,393,1,394
TACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,0,1,0,1
TACACOMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,5,2,5,2,7
TACOBAMBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,2,0,2,2
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,2,0,2,2
TAHUA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,0,1,0,1
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,16,3,16,19
TARABUCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,11,2,11,2,13
TARACO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,0,3,0,3
TARATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,8,0,8,0,8
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,323,8,323,8,331
TARVITA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,7,2,7,2,9
TEOPONTE,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,1,4,1,5
TIAHUANACU,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,1,2,1,3
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,5,2,5,7
TIPUANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
TIQUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,56,3,56,3,59
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,8,0,8,0,8
TOCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
TOLATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
TOLEDO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,2,4,2,6
TOMAVE,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,3,2,3,5
TOMINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,0,3,0,3
TORO TORO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,5,3,5,8
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,9,2,9,2,11
TOTORA(ORR),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,2,0,2,2
TRINIDAD,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,180,2,180,2,182
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,64,1,64,1,65
TURCO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
UMALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,0,3,0,3,3
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,27,8,27,8,35
URUBICHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,6,0,6,0,6
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,40,2,40,2,42
VACAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,1,2,1,3
VALLEGRANDE,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,18,0,18,0,18
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,92,4,92,4,96
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,1,4,1,5
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,10,1,10,1,11
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,47,0,47,0,47
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,1,2,1,3
VILLA RIVERO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,5,0,5,0,5
VILLA SERRANO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,2,0,2,0,2
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,125,6,125,6,131
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,6,1,6,1,7
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,40,0,40,0,40
VINTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,53,1,53,1,54
VITICHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,5,0,5,0,5
WARNES,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,99,0,99,0,99
YACO,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,2,1,2,3
YACUIBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,85,2,85,2,87
YAMPARAEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,0,3,0,3
YANACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,3,0,3,0,3
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,35,1,35,1,36
YOTALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
YUNCHARA,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,1,3,1,3,4
ZUDAÑEZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-10-01,4,0,4,0,4
ACACIO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,1,0,1,1
ACHACACHI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,36,10,36,10,46
ACHOCALLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,2,9,2,11
AIQUILE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,10,3,10,3,13
ALALAY,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,1,1,1,2
ALCALA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,1,4,1,5
ANCORAIMES,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,6,1,6,7
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,3,4,3,7
APOLO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,6,11,6,17
ARAMPAMPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,3,2,3,5
ARANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
ARBIETO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,1,9,1,10
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,13,0,13,13
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,40,2,40,2,42
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,0,5,0,5
AUCAPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
AYATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,3,1,3,4
AYO AYO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,5,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,16,11,16,11,27
AZURDUY,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,4,4,4,8
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,4,5,4,9
BAURES,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
BELEN DE ANDAMARCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
BELEN DE URMIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
BERMEJO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,29,0,29,0,29
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,14,4,14,4,18
BOLIVAR,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,3,0,3,3
BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,6,0,6,0,6
CABEZAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,2,11,2,13
CAIROMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,8,5,8,5,13
"CAIZA ""D""",recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,1,9,1,10
CAJUATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,15,1,15,1,16
CALACOTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,2,0,2,2
CALAMARCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,5,4,5,9
CAMARGO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,1,11,1,12
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,50,1,50,1,51
CAPINOTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,3,9,3,12
CAQUIAVIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,7,0,7,7
CARACOLLO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,3,11,3,14
CARANAVI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,60,2,60,2,62
CARAPARI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,3,0,3,0,3
CARIPUYO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,6,0,6,6
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
CHACARILLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,38,13,38,13,51
CHAQUI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,3,1,3,1,4
CHARAGUA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,26,9,26,9,35
CHARAÑA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
CHAYANTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,6,4,6,10
CHIMORE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,22,1,22,1,23
CHIPAYA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,15,0,15,0,15
CHUMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,7,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,2,11,2,13
CKOCHAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,7,2,7,9
CLIZA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,19,0,19,0,19
COBIJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,77,1,77,1,78
COCAPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,12,11,12,11,23
COCHABAMBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,982,5,982,5,987
COIPASA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
COLCAPIRHUA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,30,0,30,0,30
"COLCHA ""K""",recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,4,0,4,4
COLLANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,4,2,4,6
COLOMI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,16,2,16,2,18
COLPA BELGICA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
COLQUECHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,6,7,6,7,13
COLQUENCHA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,7,1,7,1,8
COLQUIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,6,6,6,6,12
COMARAPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,10,0,10,0,10
CONCEPCION,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,33,0,33,0,33
COPACABANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,8,3,8,3,11
CORIPATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
CORO CORO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,2,0,2,2
COROICO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,26,2,26,2,28
CORQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,3,2,3,5
COTAGAITA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,8,2,8,2,10
COTOCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,63,8,63,8,71
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,21,0,21,0,21
CUCHUMUELA (V. G. VILLARROEL),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,1,0,1,1
CUEVO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
CULPINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,3,10,3,10,13
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,1,1,1,2
CURVA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,2,0,2,2
DESAGUADERO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,1,2,1,3
EL ALTO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1024,27,1024,27,1051
EL PUENTE(STC),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,3,0,3,0,3
EL PUENTE(TJA),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,1,4,1,5
EL TORNO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,30,2,30,2,32
EL VILLAR,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,11,0,11,0,11
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,26,2,26,2,28
ESCOMA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,2,4,2,6
EUCALIPTUS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,1,1,1,2
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,0,5,0,5
FILADELFIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,2,1,2,3
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,2,4,2,6
GENERAL SAAVEDRA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
GIA-TIM,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,0,9,0,9,9
GUANAY,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,17,0,17,0,17
GUAQUI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,3,4,3,7
GUAYARAMERIN,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,62,0,62,0,62
GUTIERREZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,5,9,5,14
HUACARAJE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
HUACARETA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,1,5,1,6
HUANUNI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,19,0,19,0,19
HUARINA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,3,3,3,3,6
HUATAJATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
HUAYLLAMARCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
HUMANATA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,4,1,4,5
ICHOCA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,3,1,3,4
ICLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
INCAHUASI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,9,2,9,11
INGAVI (HUMAITA),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
INQUISIVI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,9,2,9,11
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,5,5,5,10
IXIAMAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,7,2,7,2,9
JESUS DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,7,2,7,2,9
LA ASUNTA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,50,1,50,1,51
LA GUARDIA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,78,0,78,0,78
LA PAZ,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,962,5,962,5,967
LAGUNILLAS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
LAJA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,6,4,6,10
LICOMA PAMPA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,1,2,1,3
LLALLAGUA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,61,3,61,3,64
LLICA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,1,1,1,2
LURIBAY,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,4,0,4,0,4
MACHARETI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,2,0,2,0,2
MAGDALENA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,7,1,7,1,8
MAIRANA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,16,1,16,1,17
MALLA,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,1,0,1,0,1
MAPIRI,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,9,1,9,1,10
MINEROS,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,5,0,5,0,5
MIZQUE,recien nacidos en servicio y domicilio,nacidos vivos,2024-11-01,18,1,18,1,19
