,group,variable,month,19. RN CON ALOJAMIENTO CONJUNTO SERV/DOM,19. RN CON ALOJAMIENTO CONJUNTO SERV/DOM,TOTALES,TOTALES,TOTALES
PAZÑA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
POCOATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,11,8,11,8,19
POCONA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,7,1,7,1,8
POJO (CBBA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,10,0,10,0,10
POOPO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,1,1,1,2
PORCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,9,3,9,3,12
POROMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,6,8,6,14
PORTACHUELO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,25,0,25,0,25
POTOSI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,321,2,321,2,323
PRESTO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,3,2,3,5
PUCARANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,9,7,9,7,16
PUERTO ACOSTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,2,0,2,2
PUERTO CARABUCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,3,1,3,4
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,22,0,22,0,22
PUERTO SUAREZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,19,0,19,0,19
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,98,1,98,1,99
PUNA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,6,1,6,1,7
PUNATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,32,0,32,0,32
QUIABAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
QUILLACOLLO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,148,0,148,0,148
QUIME,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,0,8,0,8
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,2,4,2,6
RAVELO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,2,2,2,4
REYES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,12,1,12,1,13
RIBERALTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,202,0,202,0,202
ROBORE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,12,0,12,0,12
RURRENABAQUE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,36,0,36,0,36
SABAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
SACABA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,195,1,195,1,196
SACABAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SACACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,11,9,11,9,20
SAIPINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SAMAIPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,7,0,7,0,7
SAN AGUSTIN,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
SAN ANDRES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,0,8,0,8
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,6,1,6,1,7
SAN BENITO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
SAN BORJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,35,12,35,12,47
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,13,2,13,2,15
SAN CARLOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
SAN IGNACIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,17,2,17,2,19
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,65,1,65,1,66
SAN JAVIER(STC),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,18,0,18,0,18
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,27,0,27,0,27
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
SAN JULIAN,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,52,0,52,0,52
SAN LORENZO(PND),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,1,4,1,5
SAN LUCAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,23,12,23,12,35
SAN MATIAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,9,2,9,2,11
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,3,2,3,5
SAN PABLO DE LIPEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,2,1,2,3
SAN PEDRO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,5,0,5,0,5
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,15,8,15,23
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,9,3,9,3,12
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SAN PEDRO(PND),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,2,0,2,2
SAN RAFAEL,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
SAN RAMON BENI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
SAN RAMON SCZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
SANTA ANA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1067,2,1067,2,1069
SANTA ROSA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,9,2,9,2,11
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,1,1,1,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,4,1,4,5
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,2,2,2,4
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
SAPAHAQUI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,2,8,2,10
SENA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,7,7,7,7,14
SHINAOTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,34,0,34,0,34
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,11,8,11,19
SICAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SOPACHUY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
SORACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,2,2,2,4
SORATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,6,9,6,9,15
SUCRE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,367,1,367,1,368
TACACOMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
TACOBAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,2,0,2,2
TACOPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
TAHUA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
TAPACARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,11,3,11,14
TARABUCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,11,2,11,2,13
TARACO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
TARATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,0,8,0,8
TARIJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,305,1,305,1,306
TARVITA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,7,2,7,2,9
TEOPONTE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,1,4,1,5
TIAHUANACU,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
TINGUIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,3,2,3,5
TIPUANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
TIQUIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,56,3,56,3,59
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,0,1,0,1
TOCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
TOLATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
TOLEDO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,2,4,2,6
TOMAVE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,3,2,3,5
TOMINA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
TORO TORO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,5,3,5,8
TOTORA(CBBA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,8,1,8,1,9
TOTORA(ORR),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,2,0,2,2
TRINIDAD,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,117,0,117,0,117
TUPIZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,66,1,66,1,67
TURCO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
UMALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,3,0,3,3
UNCIA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,28,2,28,2,30
URUBICHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,6,0,6,0,6
UYUNI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,34,1,34,1,35
VALLEGRANDE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,17,0,17,0,17
VIACHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,89,1,89,1,90
VILA VILA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
VILLA CHARCAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,10,1,10,1,11
VILLA MONTES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,43,0,43,0,43
VILLA NUEVA (LOMA ALTA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,1,1,1,2
VILLA RIVERO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
VILLA SERRANO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,2,0,2,0,2
VILLA TUNARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,110,4,110,4,114
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,6,1,6,1,7
VILLAZON,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,29,1,29,1,30
VINTO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,54,0,54,0,54
VITICHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,5,0,5,0,5
WARNES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,99,0,99,0,99
YACO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,1,2,1,2,3
YACUIBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,27,2,27,2,29
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
YANACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,3,0,3,0,3
YAPACANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,35,1,35,1,36
YOTALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
YUNCHARA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,0,1,0,1,1
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-10-01,4,0,4,0,4
ACACIO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,1,0,1,1
ACHACACHI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,34,10,34,10,44
AIQUILE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,10,0,10,0,10
ALALAY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,1,1,1,2
ALCALA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,1,4,1,5
ANCORAIMES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,6,1,6,7
ANZALDO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,1,4,1,5
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,3,2,3,5
ARANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,0,2,0,2
ARQUE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,2,0,2,2
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,42,0,42,0,42
ATOCHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,5,0,5,0,5
AYO AYO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,15,6,15,6,21
AZURDUY,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,4,4,4,8
BATALLAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,2,0,2,2
BAURES,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,0,2,0,2
BELEN DE ANDAMARCA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,0,1,0,1
BERMEJO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,26,0,26,0,26
BETANZOS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,13,0,13,0,13
BUENA VISTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,6,0,6,0,6
CABEZAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,11,2,11,2,13
CAIROMA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,5,4,5,4,9
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,9,1,9,1,10
CAJUATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,10,0,10,0,10
CALAMARCA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,5,4,5,9
CAMARGO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,11,1,11,1,12
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,1,0,1,1
CAMIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,3,1,3,1,4
CAPINOTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,9,2,9,2,11
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,7,0,7,7
CARACOLLO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,11,2,11,2,13
CARANAVI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,60,0,60,0,60
CARAPARI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,3,0,3,0,3
CARIPUYO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,5,0,5,5
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,0,2,0,2
CHACARILLA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,1,0,1,1
CHALLAPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,38,7,38,7,45
CHAQUI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,3,1,3,1,4
CHARAGUA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,26,9,26,9,35
CHARAÑA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,1,0,1,1
CHAYANTA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,5,4,5,9
CHIMORE,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,1,1,1,2
CHIPAYA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,15,0,15,0,15
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,11,0,11,0,11
CKOCHAS,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,7,2,7,9
CLIZA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,19,0,19,0,19
COBIJA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,71,1,71,1,72
COCAPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,12,9,12,9,21
COCHABAMBA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,875,0,875,0,875
COIPASA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,1,0,1,0,1
COLCAPIRHUA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,30,0,30,0,30
COLLANA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,2,0,2,0,2
COLOMI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,15,0,15,0,15
COLQUECHACA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,6,7,6,7,13
COLQUENCHA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,7,1,7,1,8
COLQUIRI,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,6,6,6,6,12
COMARAPA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,10,1,10,1,11
CONCEPCION,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,33,0,33,0,33
CORIPATA,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,4,0,4,0,4
CORO CORO,recien nacidos en servicio y domicilio,rn con alojamiento conjunto,2024-11-01,0,2,0,2,2
