municipality,group,variable,month,Primer Control Post Parto,TOTAL
POCONA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
POJO (CBBA),atencion de partos en servicios,primer control post parto,2022-11-01,10,10
PORCO,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
POROMA,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
PORONGO,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
PORTACHUELO,atencion de partos en servicios,primer control post parto,2022-11-01,18,18
POSTRER VALLE,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
POTOSI,atencion de partos en servicios,primer control post parto,2022-11-01,193,193
PRESTO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
PUERTO RICO,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2022-11-01,9,9
PUNA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
PUNATA,atencion de partos en servicios,primer control post parto,2022-11-01,39,39
QUIABAYA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2022-11-01,74,74
RAQAYPAMPA(ETA),atencion de partos en servicios,primer control post parto,2022-11-01,1,1
RAVELO,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
REYES,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
RIBERALTA,atencion de partos en servicios,primer control post parto,2022-11-01,268,268
ROBORE,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SABAYA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SACABA,atencion de partos en servicios,primer control post parto,2022-11-01,85,85
SACABAMBA,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
SACACA,atencion de partos en servicios,primer control post parto,2022-11-01,8,8
SAIPINA,atencion de partos en servicios,primer control post parto,2022-11-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
SAMAIPATA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
SAN BENITO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAN BORJA,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2022-11-01,18,18
SAN CARLOS,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2022-11-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2022-11-01,119,119
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2022-11-01,20,20
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2022-11-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2022-11-01,6,6
SAN LUCAS,atencion de partos en servicios,primer control post parto,2022-11-01,17,17
SAN MATIAS,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
SAN PEDRO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2022-11-01,8,8
SANTA ANA,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2022-11-01,392,392
SANTA ROSA,atencion de partos en servicios,primer control post parto,2022-11-01,7,7
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SANTIVAÑES,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
SENA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
SHINAOTA,atencion de partos en servicios,primer control post parto,2022-11-01,15,15
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2022-11-01,13,13
SICAYA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
SIPE SIPE,atencion de partos en servicios,primer control post parto,2022-11-01,36,36
SOPACHUY,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
SORACACHI,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
SORATA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
SUCRE,atencion de partos en servicios,primer control post parto,2022-11-01,479,479
TAPACARI,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
TARABUCO,atencion de partos en servicios,primer control post parto,2022-11-01,10,10
TARATA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
TARIJA,atencion de partos en servicios,primer control post parto,2022-11-01,73,73
TARVITA,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
TIAHUANACU,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
TINGUIPAYA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
TIPUANI,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2022-11-01,64,64
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2022-11-01,20,20
TOCO,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
TOLATA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
TOLEDO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
TOMINA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
TORO TORO,atencion de partos en servicios,primer control post parto,2022-11-01,15,15
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2022-11-01,18,18
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2022-11-01,10,10
TUPIZA,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
UNCIA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2022-11-01,10,10
URUBICHA,atencion de partos en servicios,primer control post parto,2022-11-01,5,5
UYUNI,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2022-11-01,20,20
VIACHA,atencion de partos en servicios,primer control post parto,2022-11-01,12,12
VILA VILA,atencion de partos en servicios,primer control post parto,2022-11-01,3,3
VILLA CHARCAS,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
VILLA MONTES,atencion de partos en servicios,primer control post parto,2022-11-01,28,28
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2022-11-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2022-11-01,1,1
VILLAZON,atencion de partos en servicios,primer control post parto,2022-11-01,32,32
VINTO,atencion de partos en servicios,primer control post parto,2022-11-01,82,82
VITICHI,atencion de partos en servicios,primer control post parto,2022-11-01,4,4
WARNES,atencion de partos en servicios,primer control post parto,2022-11-01,128,128
YACO,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
YACUIBA,atencion de partos en servicios,primer control post parto,2022-11-01,35,35
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2022-11-01,2,2
YAPACANI,atencion de partos en servicios,primer control post parto,2022-11-01,62,62
YOTALA,atencion de partos en servicios,primer control post parto,2022-11-01,11,11
YUNCHARA,atencion de partos en servicios,primer control post parto,2022-11-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2022-11-01,6,6
ACACIO,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
ACHACACHI,atencion de partos en servicios,primer control post parto,2022-12-01,42,42
ACHOCALLA,atencion de partos en servicios,primer control post parto,2022-12-01,15,15
AIQUILE,atencion de partos en servicios,primer control post parto,2022-12-01,25,25
ALALAY,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
ALCALA,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
ANCORAIMES,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
ANDAMARCA,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
ANZALDO,atencion de partos en servicios,primer control post parto,2022-12-01,3,3
APOLO,atencion de partos en servicios,primer control post parto,2022-12-01,15,15
ARBIETO,atencion de partos en servicios,primer control post parto,2022-12-01,13,13
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2022-12-01,56,56
ATOCHA,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
AYATA,atencion de partos en servicios,primer control post parto,2022-12-01,5,5
AYO AYO,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2022-12-01,7,7
AZURDUY,atencion de partos en servicios,primer control post parto,2022-12-01,6,6
BAURES,atencion de partos en servicios,primer control post parto,2022-12-01,3,3
BERMEJO,atencion de partos en servicios,primer control post parto,2022-12-01,40,40
BETANZOS,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
BOLIVAR,atencion de partos en servicios,primer control post parto,2022-12-01,4,4
BOYUIBE,atencion de partos en servicios,primer control post parto,2022-12-01,5,5
BUENA VISTA,atencion de partos en servicios,primer control post parto,2022-12-01,6,6
CABEZAS,atencion de partos en servicios,primer control post parto,2022-12-01,8,8
CAIROMA,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2022-12-01,6,6
CAJUATA,atencion de partos en servicios,primer control post parto,2022-12-01,4,4
CAMARGO,atencion de partos en servicios,primer control post parto,2022-12-01,10,10
CAMIRI,atencion de partos en servicios,primer control post parto,2022-12-01,67,67
CAPINOTA,atencion de partos en servicios,primer control post parto,2022-12-01,6,6
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CARACOLLO,atencion de partos en servicios,primer control post parto,2022-12-01,16,16
CARANAVI,atencion de partos en servicios,primer control post parto,2022-12-01,35,35
CARAPARI,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CARIPUYO,atencion de partos en servicios,primer control post parto,2022-12-01,6,6
CHALLAPATA,atencion de partos en servicios,primer control post parto,2022-12-01,42,42
CHAQUI,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CHARAGUA,atencion de partos en servicios,primer control post parto,2022-12-01,3,3
CHAYANTA,atencion de partos en servicios,primer control post parto,2022-12-01,3,3
CHIMORE,atencion de partos en servicios,primer control post parto,2022-12-01,18,18
CHIPAYA,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
CHOQUE COTA,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2022-12-01,12,12
CHUMA,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,primer control post parto,2022-12-01,2,2
CKOCHAS,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
CLIZA,atencion de partos en servicios,primer control post parto,2022-12-01,9,9
COBIJA,atencion de partos en servicios,primer control post parto,2022-12-01,7,7
COCAPATA,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
COCHABAMBA,atencion de partos en servicios,primer control post parto,2022-12-01,491,491
COIPASA,atencion de partos en servicios,primer control post parto,2022-12-01,1,1
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2022-12-01,22,22
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2022-12-01,3,3
COLOMI,atencion de partos en servicios,primer control post parto,2022-12-01,19,19
