municipality,group,variable,month,Repetidas,TOTAL
ESCARA,consultas prenatales,repetidas,2006-08-01,2,2
ESMERALDA,consultas prenatales,repetidas,2006-08-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2006-08-01,41,41
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2006-08-01,3,3
EXALTACION,consultas prenatales,repetidas,2006-08-01,11,11
FERNANDEZ ALONSO,consultas prenatales,repetidas,2006-08-01,141,141
FILADELFIA,consultas prenatales,repetidas,2006-08-01,13,13
GENERAL SAAVEDRA,consultas prenatales,repetidas,2006-08-01,113,113
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2006-08-01,26,26
GUANAY,consultas prenatales,repetidas,2006-08-01,99,99
GUAQUI,consultas prenatales,repetidas,2006-08-01,31,31
GUAYARAMERIN,consultas prenatales,repetidas,2006-08-01,378,378
GUTIERREZ,consultas prenatales,repetidas,2006-08-01,52,52
HUACARETA,consultas prenatales,repetidas,2006-08-01,69,69
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-08-01,5,5
HUACHACALLA,consultas prenatales,repetidas,2006-08-01,4,4
HUANUNI,consultas prenatales,repetidas,2006-08-01,368,368
HUARACAJE,consultas prenatales,repetidas,2006-08-01,32,32
HUAYLLAMARCA,consultas prenatales,repetidas,2006-08-01,15,15
ICHOCA,consultas prenatales,repetidas,2006-08-01,14,14
ICLA,consultas prenatales,repetidas,2006-08-01,113,113
INCAHUASI,consultas prenatales,repetidas,2006-08-01,183,183
INGAVI (HUMAITA),consultas prenatales,repetidas,2006-08-01,10,10
INQUISIVI,consultas prenatales,repetidas,2006-08-01,39,39
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2006-08-01,73,73
IXIAMAS,consultas prenatales,repetidas,2006-08-01,82,82
JESUS DE MACHACA,consultas prenatales,repetidas,2006-08-01,56,56
LA ASUNTA,consultas prenatales,repetidas,2006-08-01,223,223
LA GUARDIA,consultas prenatales,repetidas,2006-08-01,391,391
LA PAZ,consultas prenatales,repetidas,2006-08-01,7407,7407
LAGUNILLAS,consultas prenatales,repetidas,2006-08-01,24,24
LAJA,consultas prenatales,repetidas,2006-08-01,57,57
LAS CARRERAS,consultas prenatales,repetidas,2006-08-01,27,27
LICOMA PAMPA,consultas prenatales,repetidas,2006-08-01,8,8
LLALLAGUA,consultas prenatales,repetidas,2006-08-01,292,292
LLICA,consultas prenatales,repetidas,2006-08-01,19,19
LORETO,consultas prenatales,repetidas,2006-08-01,15,15
LURIBAY,consultas prenatales,repetidas,2006-08-01,33,33
MACHACAMARCA,consultas prenatales,repetidas,2006-08-01,10,10
MACHARETI,consultas prenatales,repetidas,2006-08-01,57,57
MAGDALENA,consultas prenatales,repetidas,2006-08-01,109,109
MAIRANA,consultas prenatales,repetidas,2006-08-01,83,83
MALLA,consultas prenatales,repetidas,2006-08-01,11,11
MAPIRI,consultas prenatales,repetidas,2006-08-01,125,125
MECAPACA,consultas prenatales,repetidas,2006-08-01,39,39
MINEROS,consultas prenatales,repetidas,2006-08-01,141,141
MIZQUE,consultas prenatales,repetidas,2006-08-01,154,154
MOCOMOCO,consultas prenatales,repetidas,2006-08-01,39,39
MOJINETE,consultas prenatales,repetidas,2006-08-01,3,3
MOJOCOYA,consultas prenatales,repetidas,2006-08-01,43,43
MONTEAGUDO,consultas prenatales,repetidas,2006-08-01,271,271
MONTERO,consultas prenatales,repetidas,2006-08-01,721,721
MORO MORO,consultas prenatales,repetidas,2006-08-01,11,11
MOROCHATA,consultas prenatales,repetidas,2006-08-01,98,98
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2006-08-01,5,5
OCURI,consultas prenatales,repetidas,2006-08-01,126,126
OKINAWA,consultas prenatales,repetidas,2006-08-01,134,134
OMEREQUE,consultas prenatales,repetidas,2006-08-01,23,23
ORURO,consultas prenatales,repetidas,2006-08-01,2129,2129
PADCAYA,consultas prenatales,repetidas,2006-08-01,89,89
PADILLA,consultas prenatales,repetidas,2006-08-01,109,109
PAILON,consultas prenatales,repetidas,2006-08-01,109,109
PALCA,consultas prenatales,repetidas,2006-08-01,28,28
PALOS BLANCOS,consultas prenatales,repetidas,2006-08-01,123,123
PAMPA AULLAGAS,consultas prenatales,repetidas,2006-08-01,8,8
PAMPA GRANDE,consultas prenatales,repetidas,2006-08-01,38,38
PAPEL PAMPA,consultas prenatales,repetidas,2006-08-01,10,10
PASORAPA,consultas prenatales,repetidas,2006-08-01,16,16
PATACAMAYA,consultas prenatales,repetidas,2006-08-01,145,145
PAZÑA,consultas prenatales,repetidas,2006-08-01,32,32
PELECHUCO,consultas prenatales,repetidas,2006-08-01,19,19
POCOATA,consultas prenatales,repetidas,2006-08-01,130,130
POCONA,consultas prenatales,repetidas,2006-08-01,43,43
POJO (CBBA),consultas prenatales,repetidas,2006-08-01,51,51
POOPO,consultas prenatales,repetidas,2006-08-01,23,23
PORCO,consultas prenatales,repetidas,2006-08-01,81,81
POROMA,consultas prenatales,repetidas,2006-08-01,115,115
PORONGO,consultas prenatales,repetidas,2006-08-01,22,22
PORTACHUELO,consultas prenatales,repetidas,2006-08-01,158,158
PORVENIR,consultas prenatales,repetidas,2006-08-01,40,40
POSTRER VALLE,consultas prenatales,repetidas,2006-08-01,4,4
POTOSI,consultas prenatales,repetidas,2006-08-01,1552,1552
PRESTO,consultas prenatales,repetidas,2006-08-01,45,45
PUCARA,consultas prenatales,repetidas,2006-08-01,8,8
PUCARANI,consultas prenatales,repetidas,2006-08-01,111,111
PUERTO ACOSTA,consultas prenatales,repetidas,2006-08-01,62,62
PUERTO CARABUCO,consultas prenatales,repetidas,2006-08-01,40,40
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2006-08-01,38,38
PUERTO PEREZ,consultas prenatales,repetidas,2006-08-01,7,7
PUERTO QUIJARRO,consultas prenatales,repetidas,2006-08-01,63,63
PUERTO RICO,consultas prenatales,repetidas,2006-08-01,44,44
PUERTO SILES,consultas prenatales,repetidas,2006-08-01,1,1
PUERTO SUAREZ,consultas prenatales,repetidas,2006-08-01,91,91
PUERTO VILLARROEL,consultas prenatales,repetidas,2006-08-01,206,206
PUNA,consultas prenatales,repetidas,2006-08-01,198,198
PUNATA,consultas prenatales,repetidas,2006-08-01,231,231
QUIABAYA,consultas prenatales,repetidas,2006-08-01,6,6
QUILLACOLLO,consultas prenatales,repetidas,2006-08-01,539,539
QUIME,consultas prenatales,repetidas,2006-08-01,38,38
QUIRUSILLAS,consultas prenatales,repetidas,2006-08-01,3,3
RAVELO,consultas prenatales,repetidas,2006-08-01,135,135
REYES,consultas prenatales,repetidas,2006-08-01,89,89
RIBERALTA,consultas prenatales,repetidas,2006-08-01,1054,1054
ROBORE,consultas prenatales,repetidas,2006-08-01,69,69
RURRENABAQUE,consultas prenatales,repetidas,2006-08-01,86,86
SABAYA,consultas prenatales,repetidas,2006-08-01,22,22
SACABA,consultas prenatales,repetidas,2006-08-01,617,617
SACABAMBA,consultas prenatales,repetidas,2006-08-01,22,22
SACACA,consultas prenatales,repetidas,2006-08-01,157,157
SAIPINA,consultas prenatales,repetidas,2006-08-01,34,34
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2006-08-01,36,36
SAMAIPATA,consultas prenatales,repetidas,2006-08-01,62,62
SAN AGUSTIN,consultas prenatales,repetidas,2006-08-01,12,12
SAN ANDRES,consultas prenatales,repetidas,2006-08-01,52,52
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2006-08-01,14,14
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2006-08-01,6,6
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2006-08-01,38,38
SAN BENITO,consultas prenatales,repetidas,2006-08-01,47,47
SAN BORJA,consultas prenatales,repetidas,2006-08-01,253,253
SAN BUENA VENTURA,consultas prenatales,repetidas,2006-08-01,86,86
SAN CARLOS,consultas prenatales,repetidas,2006-08-01,161,161
SAN IGNACIO,consultas prenatales,repetidas,2006-08-01,121,121
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2006-08-01,486,486
SAN JAVIER(BNI),consultas prenatales,repetidas,2006-08-01,20,20
SAN JAVIER(STC),consultas prenatales,repetidas,2006-08-01,90,90
SAN JOAQUIN,consultas prenatales,repetidas,2006-08-01,27,27
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2006-08-01,90,90
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2006-08-01,76,76
SAN JULIAN,consultas prenatales,repetidas,2006-08-01,260,260
SAN LORENZO(PND),consultas prenatales,repetidas,2006-08-01,20,20
SAN LORENZO(TJA),consultas prenatales,repetidas,2006-08-01,80,80
SAN LUCAS,consultas prenatales,repetidas,2006-08-01,366,366
SAN MATIAS,consultas prenatales,repetidas,2006-08-01,82,82
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2006-08-01,78,78
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2006-08-01,19,19
SAN PEDRO,consultas prenatales,repetidas,2006-08-01,115,115
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2006-08-01,103,103
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2006-08-01,10,10
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2006-08-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2006-08-01,17,17
SAN PEDRO(PND),consultas prenatales,repetidas,2006-08-01,10,10
SAN RAFAEL,consultas prenatales,repetidas,2006-08-01,40,40
SAN RAMON,consultas prenatales,repetidas,2006-08-01,17,17
SAN RAMON,consultas prenatales,repetidas,2006-08-01,42,42
SANTA ANA,consultas prenatales,repetidas,2006-08-01,161,161
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2006-08-01,8677,8677
SANTA ROSA,consultas prenatales,repetidas,2006-08-01,48,48
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2006-08-01,128,128
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2006-08-01,7,7
SANTIAGO DE HUARI,consultas prenatales,repetidas,2006-08-01,39,39
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2006-08-01,8,8
SANTIVAÑES,consultas prenatales,repetidas,2006-08-01,24,24
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2006-08-01,7,7
SAPAHAQUI,consultas prenatales,repetidas,2006-08-01,21,21
SENA,consultas prenatales,repetidas,2006-08-01,40,40
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2006-08-01,58,58
SICAYA,consultas prenatales,repetidas,2006-08-01,13,13
SIPE SIPE,consultas prenatales,repetidas,2006-08-01,263,263
SOPACHUY,consultas prenatales,repetidas,2006-08-01,76,76
SORACACHI,consultas prenatales,repetidas,2006-08-01,15,15
SORATA,consultas prenatales,repetidas,2006-08-01,78,78
SUCRE,consultas prenatales,repetidas,2006-08-01,2331,2331
TACACHI,consultas prenatales,repetidas,2006-08-01,3,3
TACACOMA,consultas prenatales,repetidas,2006-08-01,14,14
TACOBAMBA,consultas prenatales,repetidas,2006-08-01,23,23
TACOPAYA,consultas prenatales,repetidas,2006-08-01,41,41
TAHUA,consultas prenatales,repetidas,2006-08-01,3,3
TAPACARI,consultas prenatales,repetidas,2006-08-01,100,100
TARABUCO,consultas prenatales,repetidas,2006-08-01,179,179
TARACO,consultas prenatales,repetidas,2006-08-01,9,9
TARATA,consultas prenatales,repetidas,2006-08-01,47,47
TARIJA,consultas prenatales,repetidas,2006-08-01,1122,1122
TARVITA,consultas prenatales,repetidas,2006-08-01,180,180
TEOPONTE,consultas prenatales,repetidas,2006-08-01,32,32
TIAWANACU,consultas prenatales,repetidas,2006-08-01,50,50
TINGUIPAYA,consultas prenatales,repetidas,2006-08-01,138,138
TIPUANI,consultas prenatales,repetidas,2006-08-01,82,82
TIQUIPAYA,consultas prenatales,repetidas,2006-08-01,388,388
TIRAQUE (CBBA),consultas prenatales,repetidas,2006-08-01,292,292
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2006-08-01,7,7
TOCO,consultas prenatales,repetidas,2006-08-01,21,21
TOLATA,consultas prenatales,repetidas,2006-08-01,3,3
TOLEDO,consultas prenatales,repetidas,2006-08-01,24,24
TOMAVE,consultas prenatales,repetidas,2006-08-01,53,53
TOMINA,consultas prenatales,repetidas,2006-08-01,100,100
TORO TORO,consultas prenatales,repetidas,2006-08-01,63,63
TOTORA(CBBA),consultas prenatales,repetidas,2006-08-01,99,99
TOTORA(ORR),consultas prenatales,repetidas,2006-08-01,10,10
TRIGAL,consultas prenatales,repetidas,2006-08-01,3,3
TRINIDAD,consultas prenatales,repetidas,2006-08-01,847,847
TUPIZA,consultas prenatales,repetidas,2006-08-01,298,298
TURCO,consultas prenatales,repetidas,2006-08-01,32,32
UMALA,consultas prenatales,repetidas,2006-08-01,7,7
UNCIA,consultas prenatales,repetidas,2006-08-01,206,206
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2006-08-01,65,65
URUBICHA,consultas prenatales,repetidas,2006-08-01,51,51
UYUNI,consultas prenatales,repetidas,2006-08-01,169,169
VACAS,consultas prenatales,repetidas,2006-08-01,71,71
VALLEGRANDE,consultas prenatales,repetidas,2006-08-01,79,79
VIACHA,consultas prenatales,repetidas,2006-08-01,208,208
VILA VILA,consultas prenatales,repetidas,2006-08-01,18,18
VILLA MONTES,consultas prenatales,repetidas,2006-08-01,235,235
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2006-08-01,7,7
VILLA RIVERO,consultas prenatales,repetidas,2006-08-01,17,17
VILLA SERRANO,consultas prenatales,repetidas,2006-08-01,86,86
VILLA TUNARI,consultas prenatales,repetidas,2006-08-01,451,451
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2006-08-01,59,59
VILLAZON,consultas prenatales,repetidas,2006-08-01,307,307
VINTO,consultas prenatales,repetidas,2006-08-01,158,158
VITICHI,consultas prenatales,repetidas,2006-08-01,49,49
WALDO BALLIVIAN,consultas prenatales,repetidas,2006-08-01,21,21
WARNES,consultas prenatales,repetidas,2006-08-01,405,405
YACO,consultas prenatales,repetidas,2006-08-01,20,20
YACUIBA,consultas prenatales,repetidas,2006-08-01,416,416
YAMPARAEZ,consultas prenatales,repetidas,2006-08-01,54,54
YANACACHI,consultas prenatales,repetidas,2006-08-01,17,17
YAPACANI,consultas prenatales,repetidas,2006-08-01,185,185
YOCALLA,consultas prenatales,repetidas,2006-08-01,27,27
YOTALA,consultas prenatales,repetidas,2006-08-01,41,41
YUNCHARA,consultas prenatales,repetidas,2006-08-01,37,37
ZUDAÑEZ,consultas prenatales,repetidas,2006-08-01,56,56
ACACIO,consultas prenatales,repetidas,2006-09-01,33,33
ACHACACHI,consultas prenatales,repetidas,2006-09-01,193,193
ACHOCALLA,consultas prenatales,repetidas,2006-09-01,59,59
AIQUILE,consultas prenatales,repetidas,2006-09-01,186,186
ALCALA,consultas prenatales,repetidas,2006-09-01,26,26
ANCORAIMES,consultas prenatales,repetidas,2006-09-01,84,84
ANDAMARCA,consultas prenatales,repetidas,2006-09-01,10,10
ANTEQUERA,consultas prenatales,repetidas,2006-09-01,22,22
ANZALDO,consultas prenatales,repetidas,2006-09-01,26,26
APOLO,consultas prenatales,repetidas,2006-09-01,100,100
ARAMPAMPA,consultas prenatales,repetidas,2006-09-01,32,32
ARANI,consultas prenatales,repetidas,2006-09-01,21,21
ARBIETO,consultas prenatales,repetidas,2006-09-01,25,25
ARQUE,consultas prenatales,repetidas,2006-09-01,44,44
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2006-09-01,174,174
ATOCHA,consultas prenatales,repetidas,2006-09-01,72,72
AUCAPATA,consultas prenatales,repetidas,2006-09-01,6,6
AYATA,consultas prenatales,repetidas,2006-09-01,21,21
AYO AYO,consultas prenatales,repetidas,2006-09-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2006-09-01,106,106
AZURDUY,consultas prenatales,repetidas,2006-09-01,113,113
BATALLAS,consultas prenatales,repetidas,2006-09-01,52,52
BAURES,consultas prenatales,repetidas,2006-09-01,25,25
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2006-09-01,2,2
BELEN DE URMIRI,consultas prenatales,repetidas,2006-09-01,9,9
BELLA FLOR,consultas prenatales,repetidas,2006-09-01,8,8
BERMEJO,consultas prenatales,repetidas,2006-09-01,238,238
BETANZOS,consultas prenatales,repetidas,2006-09-01,222,222
BOLIVAR,consultas prenatales,repetidas,2006-09-01,30,30
BOLPEBRA,consultas prenatales,repetidas,2006-09-01,5,5
BOYUIBE,consultas prenatales,repetidas,2006-09-01,8,8
BUENA VISTA,consultas prenatales,repetidas,2006-09-01,65,65
CABEZAS,consultas prenatales,repetidas,2006-09-01,58,58
CAIROMA,consultas prenatales,repetidas,2006-09-01,45,45
"CAIZA ""D""",consultas prenatales,repetidas,2006-09-01,42,42
CAJUATA,consultas prenatales,repetidas,2006-09-01,71,71
CALACOTO,consultas prenatales,repetidas,2006-09-01,7,7
CALAMARCA,consultas prenatales,repetidas,2006-09-01,48,48
CAMARGO,consultas prenatales,repetidas,2006-09-01,78,78
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2006-09-01,29,29
CAMIRI,consultas prenatales,repetidas,2006-09-01,208,208
CAPINOTA,consultas prenatales,repetidas,2006-09-01,116,116
CAQUIAVIRI,consultas prenatales,repetidas,2006-09-01,20,20
CARACOLLO,consultas prenatales,repetidas,2006-09-01,110,110
CARANAVI,consultas prenatales,repetidas,2006-09-01,299,299
CARAPARI,consultas prenatales,repetidas,2006-09-01,53,53
CARIPUYO,consultas prenatales,repetidas,2006-09-01,35,35
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2006-09-01,11,11
CATACORA,consultas prenatales,repetidas,2006-09-01,6,6
CHACARILLA,consultas prenatales,repetidas,2006-09-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2006-09-01,177,177
CHAQUI,consultas prenatales,repetidas,2006-09-01,29,29
CHARAGUA,consultas prenatales,repetidas,2006-09-01,146,146
CHARAÑA,consultas prenatales,repetidas,2006-09-01,7,7
CHAYANTA,consultas prenatales,repetidas,2006-09-01,89,89
CHIMORE,consultas prenatales,repetidas,2006-09-01,63,63
CHIPAYA,consultas prenatales,repetidas,2006-09-01,6,6
CHOQUE COTA,consultas prenatales,repetidas,2006-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2006-09-01,137,137
CHUMA,consultas prenatales,repetidas,2006-09-01,33,33
CLIZA,consultas prenatales,repetidas,2006-09-01,135,135
COBIJA,consultas prenatales,repetidas,2006-09-01,378,378
COCHABAMBA,consultas prenatales,repetidas,2006-09-01,5186,5186
COIPASA,consultas prenatales,repetidas,2006-09-01,3,3
COLCAPIRHUA,consultas prenatales,repetidas,2006-09-01,391,391
"COLCHA ""K""",consultas prenatales,repetidas,2006-09-01,42,42
COLLANA,consultas prenatales,repetidas,2006-09-01,5,5
COLOMI,consultas prenatales,repetidas,2006-09-01,116,116
COLPA BELGICA,consultas prenatales,repetidas,2006-09-01,28,28
COLQUECHACA,consultas prenatales,repetidas,2006-09-01,159,159
COLQUENCHA,consultas prenatales,repetidas,2006-09-01,29,29
COLQUIRI,consultas prenatales,repetidas,2006-09-01,115,115
COMANCHE,consultas prenatales,repetidas,2006-09-01,13,13
COMARAPA,consultas prenatales,repetidas,2006-09-01,150,150
COMBAYA,consultas prenatales,repetidas,2006-09-01,2,2
CONCEPCION,consultas prenatales,repetidas,2006-09-01,32,32
COPACABANA,consultas prenatales,repetidas,2006-09-01,39,39
CORIPATA,consultas prenatales,repetidas,2006-09-01,118,118
CORO CORO,consultas prenatales,repetidas,2006-09-01,40,40
COROICO,consultas prenatales,repetidas,2006-09-01,134,134
CORQUE,consultas prenatales,repetidas,2006-09-01,22,22
COTAGAITA,consultas prenatales,repetidas,2006-09-01,144,144
COTOCA,consultas prenatales,repetidas,2006-09-01,254,254
CUATRO CAÑADAS,consultas prenatales,repetidas,2006-09-01,91,91
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2006-09-01,7,7
CUEVO,consultas prenatales,repetidas,2006-09-01,19,19
CULPINA,consultas prenatales,repetidas,2006-09-01,127,127
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2006-09-01,20,20
CURVA,consultas prenatales,repetidas,2006-09-01,10,10
DESAGUADERO,consultas prenatales,repetidas,2006-09-01,23,23
EL ALTO,consultas prenatales,repetidas,2006-09-01,5232,5232
EL CHORO,consultas prenatales,repetidas,2006-09-01,6,6
EL PUENTE(STC),consultas prenatales,repetidas,2006-09-01,75,75
EL PUENTE(TJA),consultas prenatales,repetidas,2006-09-01,56,56
EL TORNO,consultas prenatales,repetidas,2006-09-01,351,351
EL VILLAR,consultas prenatales,repetidas,2006-09-01,29,29
ENTRE RIOS,consultas prenatales,repetidas,2006-09-01,100,100
ENTRE RIOS,consultas prenatales,repetidas,2006-09-01,111,111
ESCARA,consultas prenatales,repetidas,2006-09-01,1,1
ESMERALDA,consultas prenatales,repetidas,2006-09-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2006-09-01,27,27
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2006-09-01,7,7
EXALTACION,consultas prenatales,repetidas,2006-09-01,8,8
FERNANDEZ ALONSO,consultas prenatales,repetidas,2006-09-01,102,102
FILADELFIA,consultas prenatales,repetidas,2006-09-01,16,16
GENERAL SAAVEDRA,consultas prenatales,repetidas,2006-09-01,105,105
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2006-09-01,28,28
GUANAY,consultas prenatales,repetidas,2006-09-01,75,75
GUAQUI,consultas prenatales,repetidas,2006-09-01,17,17
GUAYARAMERIN,consultas prenatales,repetidas,2006-09-01,348,348
GUTIERREZ,consultas prenatales,repetidas,2006-09-01,59,59
HUACARETA,consultas prenatales,repetidas,2006-09-01,62,62
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2006-09-01,11,11
