municipality,group,variable,month,Total Días camas disponibles otros servicios,TOTAL
TOMINA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,510,510
TORO TORO,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,210,210
TOTORA(CBBA),internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,750,750
TRINIDAD,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,6600,6600
TUPIZA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,2766,2766
UNCIA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,90,90
URUBICHA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,184,184
UYUNI,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,1140,1140
VACAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,150,150
VALLEGRANDE,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,666,666
VIACHA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,660,660
VILA VILA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,90,90
VILLA CHARCAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,240,240
VILLA MONTES,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,1080,1080
VILLA RIVERO,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,60,60
VILLA SERRANO,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,270,270
VILLA TUNARI,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,2012,2012
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,150,150
VILLAZON,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,1200,1200
VINTO,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,750,750
VITICHI,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,120,120
WARNES,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,660,660
YACUIBA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,3229,3229
YAMPARAEZ,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,240,240
YAPACANI,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,1608,1608
YOTALA,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,210,210
ZUDAÑEZ,internaciones dias camas,total dias camas disponibles otros servicios,2015-11-01,180,180
ACACIO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,124,124
ACHACACHI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,465,465
AIQUILE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1140,1140
ALALAY,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
ANDAMARCA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
ANZALDO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,217,217
APOLO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,279,279
ARAMPAMPA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
ARBIETO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,152,152
ARQUE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
ASCENCION DE GUARAYOS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1953,1953
ATOCHA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,330,330
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,868,868
AZURDUY,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,453,453
BATALLAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
BAURES,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
BERMEJO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,2475,2475
BETANZOS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,217,217
BOLIVAR,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
BOYUIBE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,341,341
BUENA VISTA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,189,189
CABEZAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,310,310
CALAMARCA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
CAMARGO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,775,775
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
CAMIRI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,2356,2356
CAPINOTA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,310,310
CARACOLLO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
CARANAVI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1085,1085
CARAPARI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,11545414,11545414
CARIPUYO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,359,359
CHALLAPATA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,837,837
CHAQUI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
CHARAGUA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,273,273
CHAYANTA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,120,120
CHIMORE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,713,713
CHUMA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,93,93
CLIZA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,212,212
COBIJA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,3272,3272
COCAPATA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
COCHABAMBA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,51165,51165
COIPASA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,60,60
COLCAPIRHUA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
"COLCHA ""K""",internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
COLOMI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
COLPA BELGICA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
COLQUECHACA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,124,124
COMARAPA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,434,434
CONCEPCION,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,294,294
COROICO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,992,992
CORQUE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
COTOCA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,620,620
CUATRO CAÑADAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,166,166
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,30,30
CUEVO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,217,217
CULPINA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,465,465
CURAHUARA DE CARANGAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,248,248
EL ALTO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,17684,17684
EL PUENTE(STC),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
EL TORNO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,2232,2232
EL VILLAR,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,186,186
ENTRE RIOS TRJ,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
ESCOMA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,279,279
EUCALIPTUS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
EXALTACION,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,76,76
FILADELFIA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,180,180
GUANAY,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,186,186
GUAYARAMERIN,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1410,1410
GUTIERREZ,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,330,330
HUACARETA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,353,353
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,115,115
HUANUNI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1116,1116
HUARACAJE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
HUAYLLAMARCA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
ICLA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,371,371
INCAHUASI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,248,248
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,217,217
IXIAMAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,186,186
LA ASUNTA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,403,403
LA GUARDIA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1167,1167
LA PAZ,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,72551,72551
LAGUNILLAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,186,186
LAS CARRERAS,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
LICOMA PAMPA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,30,30
LLALLAGUA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,1085,1085
LLICA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
LURIBAY,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,60,60
MACHACAMARCA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,90,90
MACHARETI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,397,397
MAGDALENA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,279,279
MAIRANA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,155,155
MAPIRI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,122,122
MIZQUE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,868,868
MOCOMOCO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,31,31
MOJOCOYA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,341,341
MONTEAGUDO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,682,682
MONTERO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,4042,4042
MORO MORO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,62,62
MOROCHATA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,309,309
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,60,60
OCURI,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,372,372
OMEREQUE,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,217,217
ORURO,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,18174,18174
PADILLA,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,589,589
PAILON,internaciones dias camas,total dias camas disponibles otros servicios,2015-12-01,455,455
