municipality,group,variable,month,Total Días camas ocupadas otros servicios,TOTAL
SANTA CRUZ DE LA SIERRA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,37739,37739
SANTA ROSA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,43,43
SANTA ROSA DEL SARA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,18,18
SENA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,12,12
SHINAOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,145,145
SICA SICA (VILLA AROMA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,8,8
SOPACHUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,37,37
SORATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,5,5
SUCRE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,27467,27467
TACOPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,6,6
TAPACARI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,1,1
TARABUCO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,194,194
TARIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,10979,10979
TARVITA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,52,52
TIPUANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,24,24
TIQUIPAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,232,232
TOLATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,12,12
TOMINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,17,17
TOTORA(CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,64,64
TRIGAL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,3,3
TRINIDAD,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,3849,3849
TUPIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,1268,1268
UNCIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,5,5
URUBICHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,10,10
UYUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,333,333
VACAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,1,1
VALLEGRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,363,363
VIACHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,327,327
VILLA CHARCAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,3,3
VILLA MONTES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,645,645
VILLA RIVERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,2,2
VILLA SERRANO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,5,5
VILLA TUNARI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,622,622
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,23,23
VILLAZON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,679,679
VINTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,237,237
WARNES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,531,531
YACUIBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,2205,2205
YAPACANI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,353,353
YOTALA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,13,13
ZUDAÑEZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-05-01,48,48
ACACIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
ACHACACHI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,169,169
AIQUILE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,158,158
ALALAY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
ANZALDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,83,83
APOLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,22,22
ARAMPAMPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,4,4
ASCENCION DE GUARAYOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,467,467
ATOCHA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,91,91
AZURDUY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,180,180
BAURES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,81,81
BELLA FLOR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
BERMEJO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1216,1216
BETANZOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,43,43
BOYUIBE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,55,55
BUENA VISTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,54,54
CABEZAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,39,39
CAJUATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
CAMARGO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2436,2436
CAMIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,944,944
CAPINOTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,43,43
CARACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,18,18
CARANAVI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,450,450
CARMEN RIVERO TORREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,57,57
CHALLAPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,226,226
CHARAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,121,121
CHAYANTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,37,37
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,150,150
CHUMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
CLIZA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,130,130
COBIJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2073,2073
COCAPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
COCHABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,32804,32804
COLCAPIRHUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,238,238
"COLCHA ""K""",internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
COLPA BELGICA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,71,71
COMARAPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,126,126
CONCEPCION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
COPACABANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
COROICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,228,228
COTOCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,378,378
CUATRO CAÑADAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,70,70
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
CUEVO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,11,11
CULPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,80,80
EL ALTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9285,9285
EL PUENTE(STC),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,28,28
EL TORNO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,982,982
ENTRE RIOS TRJ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,135,135
ENTRE RIOS CBBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
ESCOMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
EXALTACION,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
FILADELFIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
GENERAL SAAVEDRA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,51,51
GUANAY,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,58,58
GUAYARAMERIN,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1288,1288
GUTIERREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,80,80
HUACARETA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,87,87
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,4,4
HUACHACALLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,4,4
HUANUNI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,327,327
HUARACAJE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,22,22
HUATAJATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
HUAYLLAMARCA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,6,6
HUMANATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
ICLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,26,26
IXIAMAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,42,42
LA ASUNTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,20,20
LA GUARDIA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,685,685
LA PAZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,48116,48116
LAGUNILLAS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,6,6
LLALLAGUA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,578,578
MACHARETI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
MAGDALENA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,144,144
MAIRANA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,77,77
MAPIRI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,16,16
MINEROS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,88,88
MIZQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,69,69
MOJOCOYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
MONTEAGUDO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,607,607
MONTERO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2358,2358
MORO MORO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
MOROCHATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
OCURI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,3,3
OKINAWA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,3,3
OMEREQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,15,15
ORURO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,7944,7944
PADILLA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,259,259
PAILON,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,147,147
PALOS BLANCOS,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,98,98
PAMPA GRANDE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,7,7
PASORAPA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,4,4
PATACAMAYA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,36,36
POJO (CBBA),internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
POROMA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
PORTACHUELO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,460,460
PORVENIR,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,1,1
POTOSI,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,7126,7126
PRESTO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,18,18
PUERTO QUIJARRO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,74,74
PUERTO RICO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,19,19
PUERTO SUAREZ,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,425,425
PUERTO VILLARROEL,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,560,560
PUNATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,702,702
QUILLACOLLO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,90,90
QUIME,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,5,5
REYES,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,68,68
RIBERALTA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2695,2695
ROBORE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,287,287
RURRENABAQUE,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,384,384
SACABA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,872,872
SACABAMBA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,24,24
SACACA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,6,6
SAIPINA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
SAMAIPATA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,11,11
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,9,9
SAN BENITO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,2,2
SAN BORJA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,226,226
SAN BUENA VENTURA,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,86,86
SAN IGNACIO,internaciones dias camas,total dias camas ocupadas otros servicios,2015-06-01,133,133
