municipality,group,variable,month,Controles nuevos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,16,31
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,20,43
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,8,13
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,9,18
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,4,12
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,28,28,27,55
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,45,45,30,75
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,78,78,54,132
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,3,7
CUEVO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,5,8
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,30,30,30,60
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,9,15
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,3,7
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,4,11
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1958,1958,1968,3926
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,5,7
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,20,43
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,10,15
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,49,49,46,95
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,1,4
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,21,21,21,42
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,61,61,77,138
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,3,8
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,2,5
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,2,6
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,16,31
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,2,4
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,40,40,27,67
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,22,22,5,27
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,33,33,29,62
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,10,19
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,47,47,49,96
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,16,25
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,14,24
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,3,9
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,3,5
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,64,64,45,109
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,3,6
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,7,17
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,12,12,8,20
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,9,17
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,30,30,31,61
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,1,1
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,14,28
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,16,16,26,42
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,8,23
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,17,17,10,27
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,36,36,34,70
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,68,68,65,133
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1207,1207,1176,2383
LA RIVERA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,1,1
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,8,15
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,27,27,17,44
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,6,10
LICOMA PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,3,3
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,86,86,77,163
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,4,9
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,12,22
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,5,16
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,2,6
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,6,9
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,7,18
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,7,15
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,3,3
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,10,24
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,13,36
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,22,45
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,41,41,47,88
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,17,27
MOJINETE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,2,2
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,4,13
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,29,29,23,52
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,139,139,125,264
MORO MORO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,4,8
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,91,91,77,168
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,18,18,12,30
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,27,46
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,22,22,10,32
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,14,23
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,612,612,541,1153
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,15,38
PADILLA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,18,18,13,31
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,12,26
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,20,34
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,44,44,38,82
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,3,3
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,15,25
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,8,17
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,5,9
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,35,35,37,72
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,2,7
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,12,18
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,18,18,12,30
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,16,16,28,44
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,13,13,15,28
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,0,4
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,5,9
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,18,18,14,32
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,11,19
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,40,40,29,69
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,5,5,5,10
POSTRER VALLE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,0,0,2,2
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,164,164,154,318
PRESTO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,4,11
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,2,4
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,42,42,47,89
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,32,32,20,52
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,27,27,23,50
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,3,10
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,11,21
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,17,36
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,5,13
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,10,16
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,10,20
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,142,142,129,271
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,38,38,32,70
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,163,163,167,330
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,0,2
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,353,353,306,659
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,7,17
QUIRUSILLAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,1,1,1,2
RAVELO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,33,33,26,59
REYES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,3,3,13,16
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,129,129,120,249
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,16,16,26,42
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,24,24,15,39
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,8,14
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,454,454,401,855
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,22,22,25,47
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,24,24,22,46
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,11,11,11,22
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,13,13,7,20
SAMAIPATA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,8,8,5,13
SAN AGUSTIN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,2,4
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,30,30,30,60
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,0,4
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,5,11
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,11,26
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,70,70,83,153
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,12,12,7,19
SAN CARLOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,22,22,18,40
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,39,39,26,65
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,61,61,65,126
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,9,16
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,19,19,16,35
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,10,10,11,21
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,9,18
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,46,46,42,88
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,21,21,12,33
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,19,42
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,49,49,35,84
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,15,15,10,25
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,12,12,13,25
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,23,23,29,52
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,28,28,24,52
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,6,15
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,3,7
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,14,14,16,30
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,3,12
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2,2,2,4
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,6,6,15,21
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,41,41,36,77
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,2659,2659,2401,5060
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,17,17,18,35
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,7,7,10,17
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,4,4,7,11
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos menores de 2 anos,2005-10-01,9,9,24,33
