municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
NAZACARA DE PACAJES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,3,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,3,3,5,8
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,181,181,171,352
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,88,88,109,197
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,46,46,49,95
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,1266,1266,1184,2450
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,146,146,107,253
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,153,153,159,312
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,142,142,144,286
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,60,60,72,132
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,311,311,162,473
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,14,14,21,35
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,50,50,58,108
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,23,23,19,42
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,43,43,46,89
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,201,201,219,420
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,51,51,47,98
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,32,32,31,63
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,188,188,209,397
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,77,77,49,126
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,142,142,130,272
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,58,58,48,106
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,33,33,41,74
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,157,157,132,289
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,45,45,41,86
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,147,147,149,296
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,41,41,49,90
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,16,16,18,34
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,1080,1080,1034,2114
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,133,133,103,236
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,24,24,15,39
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,167,167,173,340
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,90,90,87,177
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,80,80,70,150
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,56,56,45,101
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,50,50,57,107
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,80,80,80,160
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,56,56,42,98
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,25,25,28,53
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,90,90,97,187
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,178,178,163,341
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,269,269,252,521
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,99,99,118,217
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,19,19,24,43
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,242,242,176,418
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,96,96,97,193
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,13,13,11,24
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,330,330,330,660
REYES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,114,114,126,240
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,893,893,786,1679
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,99,99,134,233
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,127,127,110,237
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,21,21,19,40
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,246,246,192,438
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,34,34,24,58
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,265,265,237,502
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,69,69,70,139
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,57,57,41,98
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,103,103,82,185
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,13,13,15,28
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,70,70,75,145
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,20,20,14,34
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,8,8,2,10
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,110,110,100,210
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,50,50,45,95
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,357,357,327,684
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,70,70,85,155
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,219,219,193,412
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,88,88,86,174
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,494,494,470,964
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,29,29,24,53
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,2,2,2,4
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,67,67,71,138
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,106,106,108,214
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,130,130,132,262
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,70,70,57,127
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,193,193,166,359
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,559,559,542,1101
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,76,76,68,144
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,84,84,62,146
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,14,14,24,38
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,131,131,126,257
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,172,172,176,348
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,45,45,33,78
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,5,5,8,13
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,25,25,23,48
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,16,16,22,38
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,61,61,55,116
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,40,40,25,65
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,63,63,77,140
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,132,132,124,256
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,4348,4348,4017,8365
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,43,43,29,72
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,112,112,119,231
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,27,27,24,51
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,59,59,55,114
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,26,26,17,43
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,52,52,60,112
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,11,11,15,26
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,31,31,22,53
SENA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,30,30,33,63
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,106,106,109,215
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,33,33,26,59
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,212,212,197,409
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,76,76,77,153
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,48,48,50,98
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,63,63,72,135
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,1266,1266,1198,2464
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,7,7,9,16
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,34,34,32,66
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,110,110,115,225
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,109,109,108,217
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,13,13,7,20
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,186,186,178,364
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,361,361,320,681
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,26,26,18,44
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,54,54,57,111
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,920,920,902,1822
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,108,108,121,229
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,67,67,62,129
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,48,48,43,91
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,175,175,161,336
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,83,83,63,146
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,219,219,91,310
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,155,155,106,261
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,5,5,16,21
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,21,21,13,34
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,7,7,16,23
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,38,38,38,76
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,79,79,69,148
TOMINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,203,203,173,376
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,221,221,191,412
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,106,106,77,183
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,5,5,2,7
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,12,12,18,30
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,468,468,342,810
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,346,346,285,631
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,16,16,9,25
UMALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,37,37,34,71
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,120,120,88,208
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,166,166,155,321
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,121,121,139,260
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,231,231,195,426
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,97,97,69,166
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,142,142,117,259
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,203,203,192,395
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,14,14,14,28
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2006-04-01,140,140,165,305
