municipality,group,variable,month,8. Días camas ocupadas otros servicios,TOTAL
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,896,896
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,3337,3337
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,8,8
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,0,0
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,3,3
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,88,88
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,15376,15376
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,224,224
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,303,303
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,123,123
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,7,7
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,19,19
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,154,154
PAZÑA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,34,34
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,11,11
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,76,76
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,467,467
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,60,60
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,10313,10313
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,29,29
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,12,12
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,386,386
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,26,26
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,254,254
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,851,851
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1016,1016
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1928,1928
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,18,18
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,14,14
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,83,83
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2946,2946
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,244,244
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,307,307
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,12,12
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2339,2339
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,7,7
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,51,51
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,4,4
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,24,24
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,589,589
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,561,561
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,48,48
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,163,163
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1064,1064
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,5,5
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,88,88
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,28,28
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,280,280
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,9,9
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,73,73
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,130,130
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,206,206
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,51,51
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,104,104
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,65,65
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,248,248
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,315,315
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,58074,58074
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,77,77
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,94,94
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,39,39
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,38,38
SORACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,13,13
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,25468,25468
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
TACOBAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,4,4
TAPACARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,308,308
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,11321,11321
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,84,84
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,19,19
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,475,475
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,6,6
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,5,5
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,4227,4227
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1580,1580
UMALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,3,3
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,31,31
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,548,548
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,686,686
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,665,665
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,7,7
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,601,601
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,2,2
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1977,1977
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,15,15
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,624,624
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,574,574
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,541,541
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1967,1967
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,784,784
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,1,1
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-05-01,23,23
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,118,118
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,250,250
ALTO BENI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,4,4
ANTEQUERA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,56,56
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1060,1060
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,24,24
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,23,23
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,69,69
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,56,56
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,804,804
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
BOLIVAR,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,6,6
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,32,32
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,25,25
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,78,78
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3,3
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,14,14
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,307,307
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,682,682
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,99,99
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,53,53
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,504,504
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,37,37
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,38,38
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,479,479
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,249,249
CHARAÑA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3,3
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,235,235
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,213,213
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,7,7
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,160,160
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2328,2328
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,4,4
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,30065,30065
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3696,3696
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,6,6
COLOMI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,6,6
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,25,25
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3,3
COLQUENCHA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,36,36
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,174,174
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,250,250
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,301,301
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,7,7
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,971,971
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,283,283
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,4,4
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,11,11
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,14922,14922
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,54,54
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,501,501
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,63,63
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,176,176
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,46,46
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,55,55
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,33,33
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,59,59
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,826,826
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,84,84
HUACARAJE,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,21,21
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,30,30
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,3,3
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,536,536
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,13,13
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,14,14
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,7,7
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,83,83
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,703,703
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,49662,49662
LA RIVERA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,7,7
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,621,621
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2024-06-01,1,1
